Date,Year,Month,Geopolitical_Zone,State,Rainfall_mm,Rainy_Days,Max_Daily_Rainfall_mm,Rainfall_Intensity,Drought_Index,Flood_Risk_Index
1990-01-01,1990,1,North-Central,Benue,1.5,0,0.7,1.5,0.734,0.124
1990-02-01,1990,2,North-Central,Benue,6.5,1,2.3,6.5,0.54,0.163
1990-03-01,1990,3,North-Central,Benue,3.2,1,1.4,3.2,0.915,0.037
1990-04-01,1990,4,North-Central,Benue,82.4,16,31.8,5.15,0.288,0.275
1990-05-01,1990,5,North-Central,Benue,185.9,30,62.1,6.2,0.0,0.392
1990-06-01,1990,6,North-Central,Benue,148.1,30,65.6,4.94,0.213,0.349
1990-07-01,1990,7,North-Central,Benue,148.8,30,53.3,4.96,0.214,0.281
1990-08-01,1990,8,North-Central,Benue,135.1,27,46.8,5.0,0.356,0.223
1990-09-01,1990,9,North-Central,Benue,191.1,30,75.2,6.37,0.118,0.347
1990-10-01,1990,10,North-Central,Benue,189.6,30,87.0,6.32,0.0,0.534
1990-11-01,1990,11,North-Central,Benue,66.3,13,27.8,5.1,0.0,0.701
1990-12-01,1990,12,North-Central,Benue,28.5,6,9.0,4.75,0.0,1.0
1991-01-01,1991,1,North-Central,Benue,1.3,0,0.5,1.3,0.769,0.089
1991-02-01,1991,2,North-Central,Benue,15.8,3,4.9,5.27,0.0,0.347
1991-03-01,1991,3,North-Central,Benue,24.2,5,8.2,4.84,0.357,0.218
1991-04-01,1991,4,North-Central,Benue,142.3,28,55.1,5.08,0.0,0.476
1991-05-01,1991,5,North-Central,Benue,197.1,30,65.7,6.57,0.0,0.415
1991-06-01,1991,6,North-Central,Benue,179.9,30,87.5,6.0,0.044,0.465
1991-07-01,1991,7,North-Central,Benue,257.5,30,91.1,8.58,0.0,0.481
1991-08-01,1991,8,North-Central,Benue,152.6,30,53.0,5.09,0.273,0.253
1991-09-01,1991,9,North-Central,Benue,138.4,28,56.7,4.94,0.361,0.262
1991-10-01,1991,10,North-Central,Benue,97.5,20,34.4,4.88,0.402,0.211
1991-11-01,1991,11,North-Central,Benue,31.0,6,9.8,5.17,0.218,0.247
1991-12-01,1991,12,North-Central,Benue,0.2,0,0.1,0.2,0.957,0.021
1992-01-01,1992,1,North-Central,Benue,0.3,0,0.1,0.3,0.947,0.018
1992-02-01,1992,2,North-Central,Benue,0.1,0,0.0,0.1,0.993,0.0
1992-03-01,1992,3,North-Central,Benue,53.0,11,22.8,4.82,0.0,0.606
1992-04-01,1992,4,North-Central,Benue,137.9,28,45.8,4.92,0.0,0.396
1992-05-01,1992,5,North-Central,Benue,173.3,30,81.3,5.78,0.0,0.514
1992-06-01,1992,6,North-Central,Benue,227.9,30,111.9,7.6,0.0,0.595
1992-07-01,1992,7,North-Central,Benue,323.5,30,123.9,10.78,0.0,0.654
1992-08-01,1992,8,North-Central,Benue,190.5,30,70.3,6.35,0.092,0.335
1992-09-01,1992,9,North-Central,Benue,255.9,30,77.8,8.53,0.0,0.359
1992-10-01,1992,10,North-Central,Benue,183.1,30,71.9,6.1,0.0,0.441
1992-11-01,1992,11,North-Central,Benue,15.6,3,6.8,5.2,0.606,0.172
1992-12-01,1992,12,North-Central,Benue,0.0,0,0.0,0.0,1.0,0.0
1993-01-01,1993,1,North-Central,Benue,0.0,0,0.0,0.0,1.0,0.0
1993-02-01,1993,2,North-Central,Benue,4.6,1,2.0,4.6,0.674,0.142
1993-03-01,1993,3,North-Central,Benue,44.7,9,14.1,4.97,0.0,0.375
1993-04-01,1993,4,North-Central,Benue,85.0,17,36.8,5.0,0.265,0.318
1993-05-01,1993,5,North-Central,Benue,192.7,30,71.9,6.42,0.0,0.454
1993-06-01,1993,6,North-Central,Benue,243.5,30,97.7,8.12,0.0,0.519
1993-07-01,1993,7,North-Central,Benue,265.1,30,111.2,8.84,0.0,0.587
1993-08-01,1993,8,North-Central,Benue,227.7,30,74.4,7.59,0.0,0.355
1993-09-01,1993,9,North-Central,Benue,273.9,30,135.6,9.13,0.0,0.626
1993-10-01,1993,10,North-Central,Benue,147.5,30,52.0,4.92,0.095,0.319
1993-11-01,1993,11,North-Central,Benue,32.7,7,15.8,4.67,0.175,0.399
1993-12-01,1993,12,North-Central,Benue,4.2,1,1.4,4.2,0.107,0.298
1994-01-01,1994,1,North-Central,Benue,10.8,2,3.9,5.4,0.0,0.692
1994-02-01,1994,2,North-Central,Benue,1.5,0,0.5,1.5,0.894,0.035
1994-03-01,1994,3,North-Central,Benue,26.8,5,11.2,5.36,0.288,0.298
1994-04-01,1994,4,North-Central,Benue,140.5,28,55.7,5.02,0.0,0.482
1994-05-01,1994,5,North-Central,Benue,114.6,23,42.0,4.98,0.276,0.265
1994-06-01,1994,6,North-Central,Benue,174.1,30,57.4,5.8,0.075,0.305
1994-07-01,1994,7,North-Central,Benue,268.6,30,124.8,8.95,0.0,0.659
1994-08-01,1994,8,North-Central,Benue,301.2,30,93.4,10.04,0.0,0.445
1994-09-01,1994,9,North-Central,Benue,355.0,30,158.7,11.83,0.0,0.733
1994-10-01,1994,10,North-Central,Benue,197.3,30,88.5,6.58,0.0,0.543
1994-11-01,1994,11,North-Central,Benue,25.6,5,7.8,5.12,0.354,0.197
1994-12-01,1994,12,North-Central,Benue,0.0,0,0.0,0.0,1.0,0.0
1995-01-01,1995,1,North-Central,Benue,0.2,0,0.1,0.2,0.964,0.018
1995-02-01,1995,2,North-Central,Benue,10.8,2,4.3,5.4,0.235,0.304
1995-03-01,1995,3,North-Central,Benue,52.4,10,22.3,5.24,0.0,0.593
1995-04-01,1995,4,North-Central,Benue,120.6,24,47.8,5.02,0.0,0.413
1995-05-01,1995,5,North-Central,Benue,149.5,30,53.3,4.98,0.055,0.337
1995-06-01,1995,6,North-Central,Benue,252.3,30,93.4,8.41,0.0,0.496
1995-07-01,1995,7,North-Central,Benue,325.2,30,115.4,10.84,0.0,0.609
1995-08-01,1995,8,North-Central,Benue,414.9,30,158.3,13.83,0.0,0.754
1995-09-01,1995,9,North-Central,Benue,283.4,30,140.4,9.45,0.0,0.648
1995-10-01,1995,10,North-Central,Benue,203.4,30,62.7,6.78,0.0,0.385
1995-11-01,1995,11,North-Central,Benue,37.5,8,16.8,4.69,0.054,0.424
1995-12-01,1995,12,North-Central,Benue,0.0,0,0.0,0.0,1.0,0.0
1996-01-01,1996,1,North-Central,Benue,2.7,1,1.3,2.7,0.521,0.231
1996-02-01,1996,2,North-Central,Benue,9.3,2,3.2,4.65,0.342,0.227
1996-03-01,1996,3,North-Central,Benue,63.8,13,20.1,4.91,0.0,0.534
1996-04-01,1996,4,North-Central,Benue,100.1,20,47.3,5.0,0.135,0.409
1996-05-01,1996,5,North-Central,Benue,188.0,30,57.4,6.27,0.0,0.363
1996-06-01,1996,6,North-Central,Benue,218.3,30,95.6,7.28,0.0,0.508
1996-07-01,1996,7,North-Central,Benue,178.2,30,56.4,5.94,0.059,0.298
1996-08-01,1996,8,North-Central,Benue,374.0,30,164.5,12.47,0.0,0.784
1996-09-01,1996,9,North-Central,Benue,260.7,30,108.5,8.69,0.0,0.501
1996-10-01,1996,10,North-Central,Benue,169.4,30,58.9,5.65,0.0,0.361
1996-11-01,1996,11,North-Central,Benue,0.2,0,0.1,0.2,0.995,0.003
1996-12-01,1996,12,North-Central,Benue,0.0,0,0.0,0.0,1.0,0.0
1997-01-01,1997,1,North-Central,Benue,0.1,0,0.0,0.1,0.982,0.0
1997-02-01,1997,2,North-Central,Benue,0.0,0,0.0,0.0,1.0,0.0
1997-03-01,1997,3,North-Central,Benue,95.9,19,31.1,5.05,0.0,0.826
1997-04-01,1997,4,North-Central,Benue,134.2,27,56.2,4.97,0.0,0.486
1997-05-01,1997,5,North-Central,Benue,276.3,30,102.3,9.21,0.0,0.646
1997-06-01,1997,6,North-Central,Benue,347.1,30,116.9,11.57,0.0,0.621
1997-07-01,1997,7,North-Central,Benue,205.6,30,102.5,6.85,0.0,0.541
1997-08-01,1997,8,North-Central,Benue,221.4,30,84.5,7.38,0.0,0.403
1997-09-01,1997,9,North-Central,Benue,218.6,30,77.2,7.29,0.0,0.356
1997-10-01,1997,10,North-Central,Benue,129.4,26,50.8,4.98,0.206,0.312
1997-11-01,1997,11,North-Central,Benue,20.6,4,9.3,5.15,0.48,0.235
1997-12-01,1997,12,North-Central,Benue,11.8,2,3.8,5.9,0.0,0.808
1998-01-01,1998,1,North-Central,Benue,1.6,0,0.6,1.6,0.716,0.107
1998-02-01,1998,2,North-Central,Benue,2.5,0,0.8,2.5,0.823,0.057
1998-03-01,1998,3,North-Central,Benue,2.4,0,0.8,2.4,0.936,0.021
1998-04-01,1998,4,North-Central,Benue,174.5,30,56.4,5.82,0.0,0.488
1998-05-01,1998,5,North-Central,Benue,181.7,30,80.9,6.06,0.0,0.511
1998-06-01,1998,6,North-Central,Benue,228.1,30,113.1,7.6,0.0,0.601
1998-07-01,1998,7,North-Central,Benue,152.1,30,64.7,5.07,0.197,0.342
1998-08-01,1998,8,North-Central,Benue,258.3,30,115.4,8.61,0.0,0.55
1998-09-01,1998,9,North-Central,Benue,289.1,30,114.2,9.64,0.0,0.527
1998-10-01,1998,10,North-Central,Benue,91.8,18,34.4,5.1,0.437,0.211
1998-11-01,1998,11,North-Central,Benue,2.1,0,0.7,2.1,0.947,0.018
1998-12-01,1998,12,North-Central,Benue,0.6,0,0.3,0.6,0.872,0.064
1999-01-01,1999,1,North-Central,Benue,0.6,0,0.2,0.6,0.893,0.036
1999-02-01,1999,2,North-Central,Benue,25.7,5,9.1,5.14,0.0,0.644
1999-03-01,1999,3,North-Central,Benue,26.4,5,10.8,5.28,0.298,0.287
1999-04-01,1999,4,North-Central,Benue,59.4,12,18.6,4.95,0.486,0.161
1999-05-01,1999,5,North-Central,Benue,117.7,24,53.7,4.9,0.256,0.339
1999-06-01,1999,6,North-Central,Benue,132.1,26,46.6,5.08,0.298,0.248
1999-07-01,1999,7,North-Central,Benue,93.3,19,37.3,4.91,0.507,0.197
1999-08-01,1999,8,North-Central,Benue,119.2,24,48.4,4.97,0.432,0.231
1999-09-01,1999,9,North-Central,Benue,92.2,18,37.0,5.12,0.574,0.171
1999-10-01,1999,10,North-Central,Benue,203.9,30,76.3,6.8,0.0,0.468
1999-11-01,1999,11,North-Central,Benue,11.5,2,5.5,5.75,0.71,0.139
1999-12-01,1999,12,North-Central,Benue,0.0,0,0.0,0.0,1.0,0.0
2000-01-01,2000,1,North-Central,Benue,0.2,0,0.1,0.2,0.964,0.018
2000-02-01,2000,2,North-Central,Benue,0.0,0,0.0,0.0,1.0,0.0
2000-03-01,2000,3,North-Central,Benue,13.4,3,6.2,4.47,0.644,0.165
2000-04-01,2000,4,North-Central,Benue,106.5,21,49.0,5.07,0.079,0.424
2000-05-01,2000,5,North-Central,Benue,248.4,30,122.8,8.28,0.0,0.776
2000-06-01,2000,6,North-Central,Benue,610.2,30,186.9,20.34,0.0,0.993
2000-07-01,2000,7,North-Central,Benue,483.1,30,236.2,16.1,0.0,1.0
2000-08-01,2000,8,North-Central,Benue,188.6,30,70.9,6.29,0.101,0.338
2000-09-01,2000,9,North-Central,Benue,181.4,30,82.0,6.05,0.163,0.379
2000-10-01,2000,10,North-Central,Benue,365.0,30,169.6,12.17,0.0,1.0
2000-11-01,2000,11,North-Central,Benue,83.5,17,39.4,4.91,0.0,0.994
2000-12-01,2000,12,North-Central,Benue,0.1,0,0.0,0.1,0.979,0.0
2001-01-01,2001,1,North-Central,Benue,0.0,0,0.0,0.0,1.0,0.0
2001-02-01,2001,2,North-Central,Benue,3.6,1,1.4,3.6,0.745,0.099
2001-03-01,2001,3,North-Central,Benue,37.0,7,11.2,5.29,0.017,0.298
2001-04-01,2001,4,North-Central,Benue,249.6,30,118.8,8.32,0.0,1.0
2001-05-01,2001,5,North-Central,Benue,161.2,30,59.5,5.37,0.0,0.376
2001-06-01,2001,6,North-Central,Benue,213.8,30,67.9,7.13,0.0,0.361
2001-07-01,2001,7,North-Central,Benue,148.0,30,62.9,4.93,0.219,0.332
2001-08-01,2001,8,North-Central,Benue,242.9,30,101.9,8.1,0.0,0.486
2001-09-01,2001,9,North-Central,Benue,272.2,30,87.7,9.07,0.0,0.405
2001-10-01,2001,10,North-Central,Benue,149.3,30,50.1,4.98,0.084,0.307
2001-11-01,2001,11,North-Central,Benue,88.3,18,36.3,4.91,0.0,0.916
2001-12-01,2001,12,North-Central,Benue,1.9,0,0.8,1.9,0.596,0.17
2002-01-01,2002,1,North-Central,Benue,0.3,0,0.1,0.3,0.947,0.018
2002-02-01,2002,2,North-Central,Benue,1.4,0,0.7,1.4,0.901,0.05
2002-03-01,2002,3,North-Central,Benue,57.4,11,28.0,5.22,0.0,0.744
2002-04-01,2002,4,North-Central,Benue,280.6,30,97.2,9.35,0.0,0.84
2002-05-01,2002,5,North-Central,Benue,152.8,30,56.0,5.09,0.035,0.354
2002-06-01,2002,6,North-Central,Benue,85.1,17,39.5,5.01,0.548,0.21
2002-07-01,2002,7,North-Central,Benue,341.2,30,160.7,11.37,0.0,0.848
2002-08-01,2002,8,North-Central,Benue,221.1,30,106.2,7.37,0.0,0.506
2002-09-01,2002,9,North-Central,Benue,177.2,30,77.0,5.91,0.182,0.355
2002-10-01,2002,10,North-Central,Benue,174.9,30,81.7,5.83,0.0,0.501
2002-11-01,2002,11,North-Central,Benue,12.5,2,4.1,6.25,0.685,0.103
2002-12-01,2002,12,North-Central,Benue,0.0,0,0.0,0.0,1.0,0.0
2003-01-01,2003,1,North-Central,Benue,23.1,5,10.6,4.62,0.0,1.0
2003-02-01,2003,2,North-Central,Benue,60.8,12,27.4,5.07,0.0,1.0
2003-03-01,2003,3,North-Central,Benue,11.5,2,5.5,5.75,0.694,0.146
2003-04-01,2003,4,North-Central,Benue,141.0,28,66.3,5.04,0.0,0.573
2003-05-01,2003,5,North-Central,Benue,187.6,30,76.5,6.25,0.0,0.483
2003-06-01,2003,6,North-Central,Benue,116.0,23,53.7,5.04,0.384,0.285
2003-07-01,2003,7,North-Central,Benue,93.1,19,32.5,4.9,0.509,0.172
2003-08-01,2003,8,North-Central,Benue,130.5,26,48.9,5.02,0.378,0.233
2003-09-01,2003,9,North-Central,Benue,238.1,30,107.9,7.94,0.0,0.498
2003-10-01,2003,10,North-Central,Benue,258.1,30,87.4,8.6,0.0,0.536
2003-11-01,2003,11,North-Central,Benue,9.2,2,3.0,4.6,0.768,0.076
2003-12-01,2003,12,North-Central,Benue,3.7,1,1.4,3.7,0.213,0.298
2004-01-01,2004,1,North-Central,Benue,14.1,3,6.3,4.7,0.0,1.0
2004-02-01,2004,2,North-Central,Benue,1.0,0,0.4,1.0,0.929,0.028
2004-03-01,2004,3,North-Central,Benue,3.1,1,1.3,3.1,0.918,0.035
2004-04-01,2004,4,North-Central,Benue,115.3,23,45.4,5.01,0.003,0.392
2004-05-01,2004,5,North-Central,Benue,204.7,30,94.5,6.82,0.0,0.597
2004-06-01,2004,6,North-Central,Benue,200.9,30,69.8,6.7,0.0,0.371
2004-07-01,2004,7,North-Central,Benue,132.2,26,63.3,5.08,0.302,0.334
2004-08-01,2004,8,North-Central,Benue,127.7,26,63.3,4.91,0.391,0.302
2004-09-01,2004,9,North-Central,Benue,220.1,30,71.6,7.34,0.0,0.331
2004-10-01,2004,10,North-Central,Benue,94.0,19,34.9,4.95,0.423,0.214
2004-11-01,2004,11,North-Central,Benue,49.6,10,21.5,4.96,0.0,0.542
2004-12-01,2004,12,North-Central,Benue,0.1,0,0.0,0.1,0.979,0.0
2005-01-01,2005,1,North-Central,Benue,2.6,1,0.9,2.6,0.538,0.16
2005-02-01,2005,2,North-Central,Benue,7.0,1,3.4,7.0,0.504,0.241
2005-03-01,2005,3,North-Central,Benue,46.5,9,20.8,5.17,0.0,0.553
2005-04-01,2005,4,North-Central,Benue,87.5,18,27.0,4.86,0.244,0.233
2005-05-01,2005,5,North-Central,Benue,82.3,16,33.0,5.14,0.48,0.208
2005-06-01,2005,6,North-Central,Benue,146.6,29,44.9,5.06,0.221,0.239
2005-07-01,2005,7,North-Central,Benue,99.6,20,49.5,4.98,0.474,0.261
2005-08-01,2005,8,North-Central,Benue,149.1,30,49.7,4.97,0.289,0.237
2005-09-01,2005,9,North-Central,Benue,324.0,30,97.5,10.8,0.0,0.45
2005-10-01,2005,10,North-Central,Benue,165.8,30,65.6,5.53,0.0,0.403
2005-11-01,2005,11,North-Central,Benue,22.2,4,8.8,5.55,0.44,0.222
2005-12-01,2005,12,North-Central,Benue,0.3,0,0.1,0.3,0.936,0.021
2006-01-01,2006,1,North-Central,Benue,12.2,2,5.9,6.1,0.0,1.0
2006-02-01,2006,2,North-Central,Benue,22.8,5,9.5,4.56,0.0,0.673
2006-03-01,2006,3,North-Central,Benue,31.3,6,9.7,5.22,0.168,0.258
2006-04-01,2006,4,North-Central,Benue,88.0,18,40.0,4.89,0.239,0.346
2006-05-01,2006,5,North-Central,Benue,123.7,25,61.4,4.95,0.218,0.388
2006-06-01,2006,6,North-Central,Benue,74.4,15,34.7,4.96,0.605,0.184
2006-07-01,2006,7,North-Central,Benue,177.5,30,75.6,5.92,0.063,0.399
2006-08-01,2006,8,North-Central,Benue,370.7,30,135.8,12.36,0.0,0.647
2006-09-01,2006,9,North-Central,Benue,275.7,30,96.8,9.19,0.0,0.447
2006-10-01,2006,10,North-Central,Benue,119.6,24,57.9,4.98,0.266,0.355
2006-11-01,2006,11,North-Central,Benue,14.2,3,5.5,4.73,0.642,0.139
2006-12-01,2006,12,North-Central,Benue,0.0,0,0.0,0.0,1.0,0.0
2007-01-01,2007,1,North-Central,Benue,0.0,0,0.0,0.0,1.0,0.0
2007-02-01,2007,2,North-Central,Benue,16.1,3,6.4,5.37,0.0,0.453
2007-03-01,2007,3,North-Central,Benue,25.5,5,11.2,5.1,0.322,0.298
2007-04-01,2007,4,North-Central,Benue,91.9,18,36.3,5.11,0.206,0.314
2007-05-01,2007,5,North-Central,Benue,130.6,26,64.4,5.02,0.175,0.407
2007-06-01,2007,6,North-Central,Benue,282.1,30,105.0,9.4,0.0,0.558
2007-07-01,2007,7,North-Central,Benue,244.8,30,101.5,8.16,0.0,0.536
2007-08-01,2007,8,North-Central,Benue,430.8,30,163.4,14.36,0.0,0.779
2007-09-01,2007,9,North-Central,Benue,310.9,30,94.0,10.36,0.0,0.434
2007-10-01,2007,10,North-Central,Benue,210.4,30,104.9,7.01,0.0,0.644
2007-11-01,2007,11,North-Central,Benue,68.7,14,21.6,4.91,0.0,0.545
2007-12-01,2007,12,North-Central,Benue,6.5,1,2.7,6.5,0.0,0.574
2008-01-01,2008,1,North-Central,Benue,2.8,1,1.2,2.8,0.503,0.213
2008-02-01,2008,2,North-Central,Benue,0.4,0,0.1,0.4,0.972,0.007
2008-03-01,2008,3,North-Central,Benue,33.4,7,10.8,4.77,0.112,0.287
2008-04-01,2008,4,North-Central,Benue,107.1,21,42.5,5.1,0.074,0.367
2008-05-01,2008,5,North-Central,Benue,121.9,24,59.7,5.08,0.23,0.377
2008-06-01,2008,6,North-Central,Benue,148.2,30,46.9,4.94,0.213,0.249
2008-07-01,2008,7,North-Central,Benue,175.5,30,68.4,5.85,0.074,0.361
2008-08-01,2008,8,North-Central,Benue,233.3,30,82.3,7.78,0.0,0.392
2008-09-01,2008,9,North-Central,Benue,222.9,30,75.4,7.43,0.0,0.348
2008-10-01,2008,10,North-Central,Benue,128.1,26,47.7,4.93,0.214,0.293
2008-11-01,2008,11,North-Central,Benue,15.8,3,7.3,5.27,0.601,0.184
2008-12-01,2008,12,North-Central,Benue,6.7,1,3.1,6.7,0.0,0.659
2009-01-01,2009,1,North-Central,Benue,12.7,3,4.5,4.23,0.0,0.799
2009-02-01,2009,2,North-Central,Benue,5.7,1,1.7,5.7,0.596,0.12
2009-03-01,2009,3,North-Central,Benue,39.6,8,15.0,4.95,0.0,0.399
2009-04-01,2009,4,North-Central,Benue,112.5,22,39.3,5.11,0.027,0.34
2009-05-01,2009,5,North-Central,Benue,162.4,30,51.3,5.41,0.0,0.324
2009-06-01,2009,6,North-Central,Benue,174.3,30,86.4,5.81,0.074,0.459
2009-07-01,2009,7,North-Central,Benue,109.9,22,48.0,5.0,0.42,0.253
2009-08-01,2009,8,North-Central,Benue,185.5,30,79.8,6.18,0.116,0.38
2009-09-01,2009,9,North-Central,Benue,118.8,24,39.5,4.95,0.452,0.182
2009-10-01,2009,10,North-Central,Benue,124.9,25,61.2,5.0,0.234,0.376
2009-11-01,2009,11,North-Central,Benue,54.3,11,21.1,4.94,0.0,0.532
2009-12-01,2009,12,North-Central,Benue,0.0,0,0.0,0.0,1.0,0.0
2010-01-01,2010,1,North-Central,Benue,13.6,3,5.9,4.53,0.0,1.0
2010-02-01,2010,2,North-Central,Benue,23.1,5,10.8,4.62,0.0,0.765
2010-03-01,2010,3,North-Central,Benue,33.2,7,16.5,4.74,0.118,0.438
2010-04-01,2010,4,North-Central,Benue,101.6,20,43.9,5.08,0.122,0.38
2010-05-01,2010,5,North-Central,Benue,215.4,30,80.8,7.18,0.0,0.51
2010-06-01,2010,6,North-Central,Benue,179.5,30,74.4,5.98,0.046,0.395
2010-07-01,2010,7,North-Central,Benue,224.7,30,87.6,7.49,0.0,0.462
2010-08-01,2010,8,North-Central,Benue,168.3,30,57.2,5.61,0.198,0.273
2010-09-01,2010,9,North-Central,Benue,230.4,30,73.5,7.68,0.0,0.339
2010-10-01,2010,10,North-Central,Benue,167.8,30,78.5,5.59,0.0,0.482
2010-11-01,2010,11,North-Central,Benue,41.4,8,13.7,5.18,0.0,0.346
2010-12-01,2010,12,North-Central,Benue,3.1,1,1.4,3.1,0.341,0.298
2011-01-01,2011,1,North-Central,Benue,0.5,0,0.2,0.5,0.911,0.036
2011-02-01,2011,2,North-Central,Benue,20.4,4,9.9,5.1,0.0,0.701
2011-03-01,2011,3,North-Central,Benue,22.6,5,8.1,4.52,0.399,0.215
2011-04-01,2011,4,North-Central,Benue,55.5,11,20.9,5.05,0.52,0.181
2011-05-01,2011,5,North-Central,Benue,163.8,30,61.6,5.46,0.0,0.389
2011-06-01,2011,6,North-Central,Benue,127.5,26,41.2,4.9,0.323,0.219
2011-07-01,2011,7,North-Central,Benue,160.5,30,79.3,5.35,0.153,0.419
2011-08-01,2011,8,North-Central,Benue,233.2,30,82.8,7.77,0.0,0.395
2011-09-01,2011,9,North-Central,Benue,200.3,30,94.7,6.68,0.075,0.437
2011-10-01,2011,10,North-Central,Benue,198.0,30,66.3,6.6,0.0,0.407
2011-11-01,2011,11,North-Central,Benue,8.6,2,4.0,4.3,0.783,0.101
2011-12-01,2011,12,North-Central,Benue,0.2,0,0.1,0.2,0.957,0.021
2012-01-01,2012,1,North-Central,Benue,0.6,0,0.3,0.6,0.893,0.053
2012-02-01,2012,2,North-Central,Benue,17.8,4,7.1,4.45,0.0,0.503
2012-03-01,2012,3,North-Central,Benue,12.9,3,6.4,4.3,0.657,0.17
2012-04-01,2012,4,North-Central,Benue,75.0,15,35.4,5.0,0.352,0.306
2012-05-01,2012,5,North-Central,Benue,146.5,29,49.8,5.05,0.074,0.315
2012-06-01,2012,6,North-Central,Benue,175.2,30,67.1,5.84,0.069,0.357
2012-07-01,2012,7,North-Central,Benue,191.3,30,60.2,6.38,0.0,0.318
2012-08-01,2012,8,North-Central,Benue,223.5,30,93.8,7.45,0.0,0.447
2012-09-01,2012,9,North-Central,Benue,250.5,30,111.7,8.35,0.0,0.516
2012-10-01,2012,10,North-Central,Benue,208.2,30,70.9,6.94,0.0,0.435
2012-11-01,2012,11,North-Central,Benue,41.2,8,19.7,5.15,0.0,0.497
2012-12-01,2012,12,North-Central,Benue,2.5,0,0.8,2.5,0.468,0.17
2013-01-01,2013,1,North-Central,Benue,4.6,1,2.1,4.6,0.183,0.373
2013-02-01,2013,2,North-Central,Benue,8.5,2,2.6,4.25,0.398,0.184
2013-03-01,2013,3,North-Central,Benue,43.8,9,15.6,4.87,0.0,0.415
2013-04-01,2013,4,North-Central,Benue,43.4,9,20.9,4.82,0.625,0.181
2013-05-01,2013,5,North-Central,Benue,117.4,23,54.7,5.1,0.258,0.346
2013-06-01,2013,6,North-Central,Benue,92.9,19,35.2,4.89,0.506,0.187
2013-07-01,2013,7,North-Central,Benue,128.4,26,64.1,4.94,0.322,0.338
2013-08-01,2013,8,North-Central,Benue,149.5,30,73.9,4.98,0.288,0.352
2013-09-01,2013,9,North-Central,Benue,128.8,26,44.2,4.95,0.405,0.204
2013-10-01,2013,10,North-Central,Benue,116.2,23,46.4,5.05,0.287,0.285
2013-11-01,2013,11,North-Central,Benue,34.3,7,10.4,4.9,0.135,0.262
2013-12-01,2013,12,North-Central,Benue,11.1,2,5.1,5.55,0.0,1.0
2014-01-01,2014,1,North-Central,Benue,2.1,0,0.7,2.1,0.627,0.124
2014-02-01,2014,2,North-Central,Benue,4.6,1,1.8,4.6,0.674,0.127
2014-03-01,2014,3,North-Central,Benue,32.2,6,10.2,5.37,0.144,0.271
2014-04-01,2014,4,North-Central,Benue,118.6,24,45.5,4.94,0.0,0.393
2014-05-01,2014,5,North-Central,Benue,115.5,23,43.6,5.02,0.27,0.275
2014-06-01,2014,6,North-Central,Benue,113.9,23,56.5,4.95,0.395,0.3
2014-07-01,2014,7,North-Central,Benue,116.9,23,42.8,5.08,0.383,0.226
2014-08-01,2014,8,North-Central,Benue,197.2,30,65.8,6.57,0.06,0.314
2014-09-01,2014,9,North-Central,Benue,140.2,28,67.9,5.01,0.353,0.313
2014-10-01,2014,10,North-Central,Benue,91.2,18,38.0,5.07,0.44,0.233
2014-11-01,2014,11,North-Central,Benue,18.5,4,6.7,4.62,0.533,0.169
2014-12-01,2014,12,North-Central,Benue,0.0,0,0.0,0.0,1.0,0.0
2015-01-01,2015,1,North-Central,Benue,0.4,0,0.1,0.4,0.929,0.018
2015-02-01,2015,2,North-Central,Benue,18.2,4,6.9,4.55,0.0,0.489
2015-03-01,2015,3,North-Central,Benue,34.2,7,14.7,4.89,0.091,0.391
2015-04-01,2015,4,North-Central,Benue,46.2,9,13.9,5.13,0.601,0.12
2015-05-01,2015,5,North-Central,Benue,64.5,13,20.5,4.96,0.593,0.13
2015-06-01,2015,6,North-Central,Benue,88.6,18,41.8,4.92,0.529,0.222
2015-07-01,2015,7,North-Central,Benue,187.9,30,57.0,6.26,0.008,0.301
2015-08-01,2015,8,North-Central,Benue,111.5,22,39.5,5.07,0.469,0.188
2015-09-01,2015,9,North-Central,Benue,174.0,30,62.0,5.8,0.197,0.286
2015-10-01,2015,10,North-Central,Benue,153.9,30,62.6,5.13,0.056,0.384
2015-11-01,2015,11,North-Central,Benue,15.4,3,5.7,5.13,0.611,0.144
2015-12-01,2015,12,North-Central,Benue,0.0,0,0.0,0.0,1.0,0.0
2016-01-01,2016,1,North-Central,Benue,0.6,0,0.2,0.6,0.893,0.036
2016-02-01,2016,2,North-Central,Benue,2.3,0,0.7,2.3,0.837,0.05
2016-03-01,2016,3,North-Central,Benue,67.4,13,26.1,5.18,0.0,0.694
2016-04-01,2016,4,North-Central,Benue,91.1,18,43.0,5.06,0.212,0.372
2016-05-01,2016,5,North-Central,Benue,155.5,30,77.1,5.18,0.018,0.487
2016-06-01,2016,6,North-Central,Benue,160.6,30,72.0,5.35,0.147,0.383
2016-07-01,2016,7,North-Central,Benue,172.7,30,52.1,5.76,0.088,0.275
2016-08-01,2016,8,North-Central,Benue,244.4,30,94.5,8.15,0.0,0.45
2016-09-01,2016,9,North-Central,Benue,249.2,30,91.2,8.31,0.0,0.421
2016-10-01,2016,10,North-Central,Benue,145.4,29,71.1,5.01,0.108,0.436
2016-11-01,2016,11,North-Central,Benue,7.5,2,2.8,3.75,0.811,0.071
