Date,Year,Month,Geopolitical_Zone,State,Rainfall_mm,Rainy_Days,Max_Daily_Rainfall_mm,Rainfall_Intensity,Drought_Index,Flood_Risk_Index
2016-10-01,2016,10,South-South,Delta,247.0,30,111.4,8.23,0.0,0.482
2016-11-01,2016,11,South-South,Delta,59.4,12,21.4,4.95,0.211,0.284
2016-12-01,2016,12,South-South,Delta,13.1,3,4.1,4.37,0.187,0.255
2017-01-01,2017,1,South-South,Delta,5.9,1,2.8,5.9,0.573,0.202
2017-02-01,2017,2,South-South,Delta,4.9,1,1.5,4.9,0.81,0.058
2017-03-01,2017,3,South-South,Delta,98.5,20,40.0,4.92,0.0,0.555
2017-04-01,2017,4,South-South,Delta,141.2,28,58.1,5.04,0.036,0.396
2017-05-01,2017,5,South-South,Delta,173.1,30,84.5,5.77,0.04,0.469
2017-06-01,2017,6,South-South,Delta,310.8,30,105.0,10.36,0.0,0.396
2017-07-01,2017,7,South-South,Delta,546.6,30,248.9,18.22,0.0,0.968
2017-08-01,2017,8,South-South,Delta,287.0,30,111.1,9.57,0.0,0.462
2017-09-01,2017,9,South-South,Delta,336.5,30,133.3,11.22,0.0,0.449
2017-10-01,2017,10,South-South,Delta,204.1,30,76.5,6.8,0.116,0.331
2017-11-01,2017,11,South-South,Delta,33.1,7,13.6,4.73,0.56,0.181
2017-12-01,2017,12,South-South,Delta,5.8,1,2.0,5.8,0.64,0.124
2018-01-01,2018,1,South-South,Delta,0.1,0,0.0,0.1,0.993,0.0
2018-02-01,2018,2,South-South,Delta,85.4,17,40.2,5.02,0.0,1.0
2018-03-01,2018,3,South-South,Delta,90.0,18,38.9,5.0,0.0,0.54
2018-04-01,2018,4,South-South,Delta,48.9,10,16.6,4.89,0.666,0.113
2018-05-01,2018,5,South-South,Delta,129.2,26,51.6,4.97,0.284,0.286
2018-06-01,2018,6,South-South,Delta,523.9,30,244.2,17.46,0.0,0.921
2018-07-01,2018,7,South-South,Delta,397.1,30,173.1,13.24,0.0,0.673
2018-08-01,2018,8,South-South,Delta,266.4,30,118.2,8.88,0.0,0.491
2018-09-01,2018,9,South-South,Delta,320.7,30,142.0,10.69,0.0,0.478
2018-10-01,2018,10,South-South,Delta,217.5,30,65.8,7.25,0.058,0.285
2018-11-01,2018,11,South-South,Delta,104.0,21,43.1,4.95,0.0,0.572
2018-12-01,2018,12,South-South,Delta,0.5,0,0.2,0.5,0.969,0.012
2019-01-01,2019,1,South-South,Delta,22.6,5,7.3,4.52,0.0,0.528
2019-02-01,2019,2,South-South,Delta,21.9,4,10.4,5.48,0.152,0.403
2019-03-01,2019,3,South-South,Delta,53.9,11,22.8,4.9,0.252,0.316
2019-04-01,2019,4,South-South,Delta,31.6,6,11.1,5.27,0.784,0.076
2019-05-01,2019,5,South-South,Delta,226.5,30,90.1,7.55,0.0,0.5
2019-06-01,2019,6,South-South,Delta,291.2,30,91.3,9.71,0.0,0.344
2019-07-01,2019,7,South-South,Delta,331.8,30,152.6,11.06,0.0,0.593
2019-08-01,2019,8,South-South,Delta,364.1,30,143.7,12.14,0.0,0.598
2019-09-01,2019,9,South-South,Delta,422.0,30,188.5,14.07,0.0,0.635
2019-10-01,2019,10,South-South,Delta,424.2,30,164.2,14.14,0.0,0.711
2019-11-01,2019,11,South-South,Delta,135.8,27,43.7,5.03,0.0,0.58
2019-12-01,2019,12,South-South,Delta,4.6,1,2.1,4.6,0.714,0.13
2020-01-01,2020,1,South-South,Delta,0.1,0,0.0,0.1,0.993,0.0
2020-02-01,2020,2,South-South,Delta,0.7,0,0.3,0.7,0.973,0.012
2020-03-01,2020,3,South-South,Delta,108.4,22,49.6,4.93,0.0,0.689
2020-04-01,2020,4,South-South,Delta,145.5,29,54.5,5.02,0.007,0.372
2020-05-01,2020,5,South-South,Delta,181.0,30,54.9,6.03,0.0,0.304
2020-06-01,2020,6,South-South,Delta,302.9,30,138.5,10.1,0.0,0.522
2020-07-01,2020,7,South-South,Delta,371.1,30,141.7,12.37,0.0,0.551
2020-08-01,2020,8,South-South,Delta,159.3,30,61.5,5.31,0.338,0.256
2020-09-01,2020,9,South-South,Delta,612.6,30,217.0,20.42,0.0,0.731
2020-10-01,2020,10,South-South,Delta,204.2,30,90.9,6.81,0.116,0.394
2020-11-01,2020,11,South-South,Delta,124.5,25,59.5,4.98,0.0,0.79
2020-12-01,2020,12,South-South,Delta,18.3,4,7.3,4.58,0.0,0.453
2021-01-01,2021,1,South-South,Delta,25.5,5,11.4,5.1,0.0,0.824
2021-02-01,2021,2,South-South,Delta,9.0,2,2.9,4.5,0.651,0.112
2021-03-01,2021,3,South-South,Delta,71.4,14,33.9,5.1,0.009,0.471
2021-04-01,2021,4,South-South,Delta,200.0,30,95.5,6.67,0.0,0.652
2021-05-01,2021,5,South-South,Delta,236.6,30,88.1,7.89,0.0,0.489
2021-06-01,2021,6,South-South,Delta,292.8,30,118.0,9.76,0.0,0.445
2021-07-01,2021,7,South-South,Delta,209.9,30,76.2,7.0,0.184,0.296
2021-08-01,2021,8,South-South,Delta,432.1,30,140.5,14.4,0.0,0.584
2021-09-01,2021,9,South-South,Delta,242.2,30,95.9,8.07,0.185,0.323
2021-10-01,2021,10,South-South,Delta,296.9,30,96.3,9.9,0.0,0.417
2021-11-01,2021,11,South-South,Delta,180.5,30,80.1,6.02,0.0,1.0
2021-12-01,2021,12,South-South,Delta,11.9,2,4.8,5.95,0.261,0.298
2022-01-01,2022,1,South-South,Delta,69.7,14,24.1,4.98,0.0,1.0
2022-02-01,2022,2,South-South,Delta,2.2,0,1.0,2.2,0.915,0.039
2022-03-01,2022,3,South-South,Delta,47.9,10,22.5,4.79,0.335,0.312
2022-04-01,2022,4,South-South,Delta,141.9,28,66.1,5.07,0.032,0.451
2022-05-01,2022,5,South-South,Delta,160.2,30,72.5,5.34,0.112,0.402
2022-06-01,2022,6,South-South,Delta,229.1,30,81.9,7.64,0.136,0.309
2022-07-01,2022,7,South-South,Delta,182.9,30,63.2,6.1,0.289,0.246
2022-08-01,2022,8,South-South,Delta,218.7,30,95.1,7.29,0.091,0.395
2022-09-01,2022,9,South-South,Delta,258.5,30,85.9,8.62,0.13,0.289
2022-10-01,2022,10,South-South,Delta,155.6,30,48.1,5.19,0.326,0.208
2022-11-01,2022,11,South-South,Delta,35.2,7,13.8,5.03,0.532,0.183
2022-12-01,2022,12,South-South,Delta,18.7,4,6.5,4.68,0.0,0.404
2023-01-01,2023,1,South-South,Delta,6.3,1,2.4,6.3,0.544,0.174
2023-02-01,2023,2,South-South,Delta,21.0,4,10.0,5.25,0.186,0.387
2023-03-01,2023,3,South-South,Delta,110.8,22,43.8,5.04,0.0,0.608
2023-04-01,2023,4,South-South,Delta,69.1,14,31.0,4.94,0.528,0.212
2023-05-01,2023,5,South-South,Delta,95.0,19,42.7,5.0,0.473,0.237
2023-06-01,2023,6,South-South,Delta,339.5,30,131.0,11.32,0.0,0.494
2023-07-01,2023,7,South-South,Delta,288.0,30,98.4,9.6,0.0,0.383
2023-08-01,2023,8,South-South,Delta,113.9,23,37.7,4.95,0.526,0.157
2023-09-01,2023,9,South-South,Delta,294.8,30,124.9,9.83,0.007,0.421
2023-10-01,2023,10,South-South,Delta,174.3,30,86.6,5.81,0.245,0.375
2023-11-01,2023,11,South-South,Delta,101.9,20,36.8,5.1,0.0,0.489
2023-12-01,2023,12,South-South,Delta,1.4,0,0.5,1.4,0.913,0.031
1990-01-01,1990,1,South-South,Edo,6.0,1,2.2,6.0,0.626,0.137
1990-02-01,1990,2,South-South,Edo,55.1,11,24.2,5.01,0.0,0.769
1990-03-01,1990,3,South-South,Edo,24.2,5,9.9,4.84,0.721,0.114
1990-04-01,1990,4,South-South,Edo,194.5,30,89.7,6.48,0.0,0.561
1990-05-01,1990,5,South-South,Edo,161.2,30,48.7,5.37,0.105,0.27
1990-06-01,1990,6,South-South,Edo,154.2,30,51.6,5.14,0.428,0.191
1990-07-01,1990,7,South-South,Edo,170.4,30,58.1,5.68,0.342,0.224
1990-08-01,1990,8,South-South,Edo,34.9,7,17.1,4.99,0.842,0.077
1990-09-01,1990,9,South-South,Edo,134.6,27,44.4,4.99,0.518,0.159
1990-10-01,1990,10,South-South,Edo,143.7,29,47.3,4.96,0.334,0.219
1990-11-01,1990,11,South-South,Edo,39.4,8,16.1,4.92,0.471,0.216
1990-12-01,1990,12,South-South,Edo,100.0,20,40.2,5.0,0.0,1.0
1991-01-01,1991,1,South-South,Edo,32.6,7,15.3,4.66,0.0,0.955
1991-02-01,1991,2,South-South,Edo,17.7,4,7.9,4.42,0.438,0.251
1991-03-01,1991,3,South-South,Edo,27.6,6,10.7,4.6,0.681,0.123
1991-04-01,1991,4,South-South,Edo,259.6,30,96.5,8.65,0.0,0.604
1991-05-01,1991,5,South-South,Edo,147.1,29,62.9,5.07,0.183,0.349
1991-06-01,1991,6,South-South,Edo,149.5,30,65.6,4.98,0.445,0.243
1991-07-01,1991,7,South-South,Edo,402.6,30,130.8,13.42,0.0,0.505
1991-08-01,1991,8,South-South,Edo,69.5,14,33.6,4.96,0.686,0.152
1991-09-01,1991,9,South-South,Edo,149.1,30,72.8,4.97,0.466,0.261
1991-10-01,1991,10,South-South,Edo,119.4,24,56.9,4.98,0.447,0.264
1991-11-01,1991,11,South-South,Edo,8.7,2,3.4,4.35,0.883,0.046
1991-12-01,1991,12,South-South,Edo,33.0,7,11.7,4.71,0.0,0.614
1992-01-01,1992,1,South-South,Edo,0.0,0,0.0,0.0,1.0,0.0
1992-02-01,1992,2,South-South,Edo,2.6,1,0.9,2.6,0.917,0.029
1992-03-01,1992,3,South-South,Edo,101.2,20,39.3,5.06,0.0,0.454
1992-04-01,1992,4,South-South,Edo,151.6,30,48.1,5.05,0.051,0.301
1992-05-01,1992,5,South-South,Edo,264.5,30,113.1,8.82,0.0,0.628
1992-06-01,1992,6,South-South,Edo,403.3,30,187.6,13.44,0.0,0.696
1992-07-01,1992,7,South-South,Edo,392.7,30,181.0,13.09,0.0,0.699
1992-08-01,1992,8,South-South,Edo,183.8,30,89.7,6.13,0.168,0.406
1992-09-01,1992,9,South-South,Edo,230.8,30,75.3,7.69,0.174,0.27
1992-10-01,1992,10,South-South,Edo,290.8,30,137.8,9.69,0.0,0.639
1992-11-01,1992,11,South-South,Edo,54.4,11,20.4,4.95,0.269,0.274
1992-12-01,1992,12,South-South,Edo,0.6,0,0.2,0.6,0.969,0.01
1993-01-01,1993,1,South-South,Edo,0.8,0,0.3,0.8,0.95,0.019
1993-02-01,1993,2,South-South,Edo,31.7,6,11.5,5.28,0.0,0.365
1993-03-01,1993,3,South-South,Edo,101.1,20,42.0,5.06,0.0,0.485
1993-04-01,1993,4,South-South,Edo,134.5,27,63.3,4.98,0.158,0.396
1993-05-01,1993,5,South-South,Edo,280.2,30,100.1,9.34,0.0,0.556
1993-06-01,1993,6,South-South,Edo,390.3,30,165.2,13.01,0.0,0.613
1993-07-01,1993,7,South-South,Edo,339.6,30,114.3,11.32,0.0,0.441
1993-08-01,1993,8,South-South,Edo,222.8,30,73.9,7.43,0.0,0.334
1993-09-01,1993,9,South-South,Edo,310.6,30,138.1,10.35,0.0,0.495
1993-10-01,1993,10,South-South,Edo,204.8,30,64.6,6.83,0.051,0.299
1993-11-01,1993,11,South-South,Edo,102.6,21,46.8,4.89,0.0,0.629
1993-12-01,1993,12,South-South,Edo,19.8,4,8.7,4.95,0.0,0.456
1994-01-01,1994,1,South-South,Edo,51.8,10,25.3,5.18,0.0,1.0
1994-02-01,1994,2,South-South,Edo,45.9,9,15.2,5.1,0.0,0.483
1994-03-01,1994,3,South-South,Edo,171.2,30,53.9,5.71,0.0,0.622
1994-04-01,1994,4,South-South,Edo,231.0,30,82.1,7.7,0.0,0.514
1994-05-01,1994,5,South-South,Edo,211.3,30,100.9,7.04,0.0,0.56
1994-06-01,1994,6,South-South,Edo,295.5,30,107.5,9.85,0.0,0.399
1994-07-01,1994,7,South-South,Edo,325.2,30,153.5,10.84,0.0,0.593
1994-08-01,1994,8,South-South,Edo,233.2,30,87.5,7.77,0.0,0.396
1994-09-01,1994,9,South-South,Edo,371.1,30,123.6,12.37,0.0,0.443
1994-10-01,1994,10,South-South,Edo,344.6,30,135.6,11.49,0.0,0.629
1994-11-01,1994,11,South-South,Edo,80.8,16,35.3,5.05,0.0,0.474
1994-12-01,1994,12,South-South,Edo,0.1,0,0.0,0.1,0.995,0.0
1995-01-01,1995,1,South-South,Edo,26.3,5,12.7,5.26,0.0,0.792
1995-02-01,1995,2,South-South,Edo,70.4,14,29.5,5.03,0.0,0.937
1995-03-01,1995,3,South-South,Edo,161.0,30,61.6,5.37,0.0,0.711
1995-04-01,1995,4,South-South,Edo,202.2,30,80.1,6.74,0.0,0.501
1995-05-01,1995,5,South-South,Edo,218.5,30,80.1,7.28,0.0,0.445
1995-06-01,1995,6,South-South,Edo,351.7,30,124.4,11.72,0.0,0.462
1995-07-01,1995,7,South-South,Edo,474.6,30,182.9,15.82,0.0,0.706
1995-08-01,1995,8,South-South,Edo,428.9,30,165.1,14.3,0.0,0.747
1995-09-01,1995,9,South-South,Edo,353.8,30,113.3,11.79,0.0,0.406
1995-10-01,1995,10,South-South,Edo,262.3,30,108.0,8.74,0.0,0.501
1995-11-01,1995,11,South-South,Edo,66.4,13,24.0,5.11,0.108,0.322
1995-12-01,1995,12,South-South,Edo,2.5,0,1.0,2.5,0.869,0.052
1996-01-01,1996,1,South-South,Edo,1.2,0,0.5,1.2,0.925,0.031
1996-02-01,1996,2,South-South,Edo,47.0,9,18.2,5.22,0.0,0.578
1996-03-01,1996,3,South-South,Edo,194.4,30,94.2,6.48,0.0,1.0
1996-04-01,1996,4,South-South,Edo,217.9,30,86.9,7.26,0.0,0.544
1996-05-01,1996,5,South-South,Edo,251.0,30,93.3,8.37,0.0,0.518
1996-06-01,1996,6,South-South,Edo,386.0,30,180.3,12.87,0.0,0.669
1996-07-01,1996,7,South-South,Edo,186.0,30,84.4,6.2,0.282,0.326
1996-08-01,1996,8,South-South,Edo,438.8,30,151.0,14.63,0.0,0.683
1996-09-01,1996,9,South-South,Edo,267.4,30,103.5,8.91,0.042,0.371
1996-10-01,1996,10,South-South,Edo,185.5,30,60.2,6.18,0.14,0.279
1996-11-01,1996,11,South-South,Edo,24.1,5,10.4,4.82,0.676,0.14
1996-12-01,1996,12,South-South,Edo,3.3,1,1.4,3.3,0.827,0.073
1997-01-01,1997,1,South-South,Edo,25.8,5,11.5,5.16,0.0,0.718
1997-02-01,1997,2,South-South,Edo,18.4,4,8.6,4.6,0.416,0.273
1997-03-01,1997,3,South-South,Edo,354.5,30,174.5,11.82,0.0,1.0
1997-04-01,1997,4,South-South,Edo,218.8,30,98.1,7.29,0.0,0.614
1997-05-01,1997,5,South-South,Edo,274.7,30,117.4,9.16,0.0,0.652
1997-06-01,1997,6,South-South,Edo,348.6,30,147.2,11.62,0.0,0.546
1997-07-01,1997,7,South-South,Edo,155.5,30,55.3,5.18,0.4,0.214
1997-08-01,1997,8,South-South,Edo,176.5,30,81.6,5.88,0.201,0.369
1997-09-01,1997,9,South-South,Edo,150.0,30,63.4,5.0,0.463,0.227
1997-10-01,1997,10,South-South,Edo,41.5,8,17.9,5.19,0.808,0.083
1997-11-01,1997,11,South-South,Edo,94.5,19,33.6,4.97,0.0,0.451
1997-12-01,1997,12,South-South,Edo,41.4,8,14.8,5.18,0.0,0.776
1998-01-01,1998,1,South-South,Edo,3.3,1,1.1,3.3,0.794,0.069
1998-02-01,1998,2,South-South,Edo,7.7,2,3.8,3.85,0.755,0.121
1998-03-01,1998,3,South-South,Edo,13.3,3,5.6,4.43,0.847,0.065
1998-04-01,1998,4,South-South,Edo,402.4,30,166.7,13.41,0.0,1.0
1998-05-01,1998,5,South-South,Edo,164.7,30,53.0,5.49,0.085,0.294
1998-06-01,1998,6,South-South,Edo,208.4,30,73.2,6.95,0.227,0.272
1998-07-01,1998,7,South-South,Edo,109.5,22,33.5,4.98,0.577,0.129
1998-08-01,1998,8,South-South,Edo,220.3,30,85.8,7.34,0.003,0.388
1998-09-01,1998,9,South-South,Edo,258.2,30,78.5,8.61,0.075,0.281
1998-10-01,1998,10,South-South,Edo,108.6,22,50.2,4.94,0.497,0.233
1998-11-01,1998,11,South-South,Edo,11.5,2,5.5,5.75,0.846,0.074
1998-12-01,1998,12,South-South,Edo,0.4,0,0.1,0.4,0.979,0.005
1999-01-01,1999,1,South-South,Edo,7.7,2,2.8,3.85,0.52,0.175
1999-02-01,1999,2,South-South,Edo,13.3,3,5.3,4.43,0.578,0.168
1999-03-01,1999,3,South-South,Edo,14.7,3,5.0,4.9,0.83,0.058
1999-04-01,1999,4,South-South,Edo,44.5,9,20.8,4.94,0.722,0.13
1999-05-01,1999,5,South-South,Edo,89.4,18,41.5,4.97,0.503,0.231
1999-06-01,1999,6,South-South,Edo,117.8,24,39.6,4.91,0.563,0.147
1999-07-01,1999,7,South-South,Edo,95.7,19,38.1,5.04,0.63,0.147
1999-08-01,1999,8,South-South,Edo,92.1,18,41.1,5.12,0.583,0.186
1999-09-01,1999,9,South-South,Edo,144.2,29,66.7,4.97,0.484,0.239
1999-10-01,1999,10,South-South,Edo,234.3,30,96.7,7.81,0.0,0.448
1999-11-01,1999,11,South-South,Edo,48.8,10,17.5,4.88,0.344,0.235
1999-12-01,1999,12,South-South,Edo,3.2,1,1.2,3.2,0.832,0.063
2000-01-01,2000,1,South-South,Edo,0.8,0,0.4,0.8,0.95,0.025
2000-02-01,2000,2,South-South,Edo,0.1,0,0.0,0.1,0.997,0.0
2000-03-01,2000,3,South-South,Edo,36.0,7,15.7,5.14,0.585,0.181
2000-04-01,2000,4,South-South,Edo,62.2,12,21.5,5.18,0.611,0.135
2000-05-01,2000,5,South-South,Edo,253.5,30,112.0,8.45,0.0,0.622
2000-06-01,2000,6,South-South,Edo,721.8,30,326.4,24.06,0.0,1.0
2000-07-01,2000,7,South-South,Edo,686.5,30,252.4,22.88,0.0,0.975
2000-08-01,2000,8,South-South,Edo,136.5,27,57.0,5.06,0.382,0.258
2000-09-01,2000,9,South-South,Edo,229.3,30,97.9,7.64,0.179,0.351
2000-10-01,2000,10,South-South,Edo,698.6,30,308.3,23.29,0.0,1.0
2000-11-01,2000,11,South-South,Edo,132.0,26,55.9,5.08,0.0,0.751
2000-12-01,2000,12,South-South,Edo,7.9,2,3.2,3.95,0.586,0.168
2001-01-01,2001,1,South-South,Edo,2.1,0,0.7,2.1,0.869,0.044
2001-02-01,2001,2,South-South,Edo,4.2,1,1.4,4.2,0.867,0.044
2001-03-01,2001,3,South-South,Edo,10.7,2,4.2,5.35,0.877,0.048
2001-04-01,2001,4,South-South,Edo,147.4,29,57.2,5.08,0.078,0.358
2001-05-01,2001,5,South-South,Edo,247.9,30,97.0,8.26,0.0,0.539
2001-06-01,2001,6,South-South,Edo,324.5,30,152.2,10.82,0.0,0.565
2001-07-01,2001,7,South-South,Edo,105.9,21,37.3,5.04,0.591,0.144
2001-08-01,2001,8,South-South,Edo,79.0,16,24.4,4.94,0.643,0.11
2001-09-01,2001,9,South-South,Edo,269.6,30,106.7,8.99,0.035,0.382
2001-10-01,2001,10,South-South,Edo,120.9,24,37.8,5.04,0.44,0.175
2001-11-01,2001,11,South-South,Edo,25.2,5,9.8,5.04,0.661,0.132
2001-12-01,2001,12,South-South,Edo,13.7,3,6.1,4.57,0.281,0.32
2002-01-01,2002,1,South-South,Edo,1.2,0,0.5,1.2,0.925,0.031
2002-02-01,2002,2,South-South,Edo,3.4,1,1.6,3.4,0.892,0.051
2002-03-01,2002,3,South-South,Edo,100.9,20,31.8,5.04,0.0,0.367
2002-04-01,2002,4,South-South,Edo,421.2,30,168.2,14.04,0.0,1.0
2002-05-01,2002,5,South-South,Edo,156.6,30,68.8,5.22,0.13,0.382
2002-06-01,2002,6,South-South,Edo,188.3,30,72.4,6.28,0.301,0.269
2002-07-01,2002,7,South-South,Edo,541.2,30,239.6,18.04,0.0,0.925
2002-08-01,2002,8,South-South,Edo,106.6,21,39.3,5.08,0.518,0.178
2002-09-01,2002,9,South-South,Edo,112.6,23,48.2,4.9,0.597,0.173
2002-10-01,2002,10,South-South,Edo,242.5,30,83.8,8.08,0.0,0.388
2002-11-01,2002,11,South-South,Edo,35.3,7,11.5,5.04,0.526,0.154
2002-12-01,2002,12,South-South,Edo,3.9,1,1.4,3.9,0.795,0.073
2003-01-01,2003,1,South-South,Edo,23.7,5,8.4,4.74,0.0,0.524
2003-02-01,2003,2,South-South,Edo,170.8,30,71.3,5.69,0.0,1.0
2003-03-01,2003,3,South-South,Edo,27.6,6,13.4,4.6,0.681,0.155
2003-04-01,2003,4,South-South,Edo,285.2,30,107.7,9.51,0.0,0.674
2003-05-01,2003,5,South-South,Edo,166.4,30,53.4,5.55,0.076,0.297
2003-06-01,2003,6,South-South,Edo,97.6,20,39.9,4.88,0.638,0.148
2003-07-01,2003,7,South-South,Edo,204.6,30,86.3,6.82,0.21,0.333
2003-08-01,2003,8,South-South,Edo,57.7,12,20.3,4.81,0.739,0.092
2003-09-01,2003,9,South-South,Edo,294.3,30,100.4,9.81,0.0,0.36
2003-10-01,2003,10,South-South,Edo,327.2,30,142.3,10.91,0.0,0.66
2003-11-01,2003,11,South-South,Edo,65.7,13,26.6,5.05,0.117,0.357
2003-12-01,2003,12,South-South,Edo,3.0,1,1.5,3.0,0.843,0.079
2004-01-01,2004,1,South-South,Edo,49.4,10,22.8,4.94,0.0,1.0
2004-02-01,2004,2,South-South,Edo,16.7,3,8.1,5.57,0.47,0.257
2004-03-01,2004,3,South-South,Edo,18.0,4,7.1,4.5,0.792,0.082
2004-04-01,2004,4,South-South,Edo,226.9,30,107.4,7.56,0.0,0.672
2004-05-01,2004,5,South-South,Edo,245.6,30,111.9,8.19,0.0,0.622
2004-06-01,2004,6,South-South,Edo,150.8,30,75.1,5.03,0.44,0.279
2004-07-01,2004,7,South-South,Edo,117.7,24,36.7,4.9,0.545,0.142
2004-08-01,2004,8,South-South,Edo,99.8,20,36.8,4.99,0.548,0.167
2004-09-01,2004,9,South-South,Edo,194.2,30,81.5,6.47,0.305,0.292
2004-10-01,2004,10,South-South,Edo,64.6,13,31.7,4.97,0.701,0.147
2004-11-01,2004,11,South-South,Edo,53.2,11,24.4,4.84,0.285,0.328
2004-12-01,2004,12,South-South,Edo,0.1,0,0.0,0.1,0.995,0.0
2005-01-01,2005,1,South-South,Edo,0.3,0,0.1,0.3,0.981,0.006
2005-02-01,2005,2,South-South,Edo,24.8,5,7.5,4.96,0.212,0.238
2005-03-01,2005,3,South-South,Edo,70.1,14,28.5,5.01,0.191,0.329
2005-04-01,2005,4,South-South,Edo,32.4,6,12.8,5.4,0.797,0.08
2005-05-01,2005,5,South-South,Edo,36.0,7,11.2,5.14,0.8,0.062
2005-06-01,2005,6,South-South,Edo,113.4,23,35.1,4.93,0.579,0.13
2005-07-01,2005,7,South-South,Edo,51.6,10,25.7,5.16,0.801,0.099
2005-08-01,2005,8,South-South,Edo,89.0,18,29.7,4.94,0.597,0.134
2005-09-01,2005,9,South-South,Edo,380.9,30,184.2,12.7,0.0,0.66
2005-10-01,2005,10,South-South,Edo,123.2,25,57.5,4.93,0.429,0.267
2005-11-01,2005,11,South-South,Edo,41.2,8,13.1,5.15,0.446,0.176
2005-12-01,2005,12,South-South,Edo,2.0,0,0.7,2.0,0.895,0.037
2006-01-01,2006,1,South-South,Edo,6.7,1,3.0,6.7,0.582,0.187
2006-02-01,2006,2,South-South,Edo,33.0,7,13.7,4.71,0.0,0.435
2006-03-01,2006,3,South-South,Edo,41.1,8,15.5,5.14,0.526,0.179
2006-04-01,2006,4,South-South,Edo,47.0,9,22.1,5.22,0.706,0.138
2006-05-01,2006,5,South-South,Edo,190.1,30,71.2,6.34,0.0,0.395
2006-06-01,2006,6,South-South,Edo,157.3,30,49.0,5.24,0.416,0.182
2006-07-01,2006,7,South-South,Edo,136.4,27,67.0,5.05,0.473,0.259
2006-08-01,2006,8,South-South,Edo,472.4,30,155.7,15.75,0.0,0.704
2006-09-01,2006,9,South-South,Edo,240.6,30,84.8,8.02,0.138,0.304
2006-10-01,2006,10,South-South,Edo,76.5,15,23.5,5.1,0.645,0.109
2006-11-01,2006,11,South-South,Edo,22.0,4,10.8,5.5,0.704,0.145
2006-12-01,2006,12,South-South,Edo,0.2,0,0.1,0.2,0.99,0.005
2007-01-01,2007,1,South-South,Edo,0.0,0,0.0,0.0,1.0,0.0
2007-02-01,2007,2,South-South,Edo,56.7,11,21.8,5.15,0.0,0.692
2007-03-01,2007,3,South-South,Edo,44.1,9,13.3,4.9,0.491,0.153
2007-04-01,2007,4,South-South,Edo,171.2,30,66.9,5.71,0.0,0.419
2007-05-01,2007,5,South-South,Edo,116.0,23,48.4,5.04,0.356,0.269
2007-06-01,2007,6,South-South,Edo,415.2,30,164.0,13.84,0.0,0.609
2007-07-01,2007,7,South-South,Edo,291.3,30,101.9,9.71,0.0,0.393
2007-08-01,2007,8,South-South,Edo,573.9,30,189.7,19.13,0.0,0.858
2007-09-01,2007,9,South-South,Edo,529.9,30,186.3,17.66,0.0,0.667
2007-10-01,2007,10,South-South,Edo,295.5,30,112.2,9.85,0.0,0.52
2007-11-01,2007,11,South-South,Edo,98.3,20,45.4,4.92,0.0,0.61
2007-12-01,2007,12,South-South,Edo,65.1,13,31.9,5.01,0.0,1.0
2008-01-01,2008,1,South-South,Edo,3.4,1,1.3,3.4,0.788,0.081
2008-02-01,2008,2,South-South,Edo,13.1,3,5.8,4.37,0.584,0.184
2008-03-01,2008,3,South-South,Edo,69.6,14,21.2,4.97,0.197,0.245
2008-04-01,2008,4,South-South,Edo,109.0,22,44.2,4.95,0.318,0.277
2008-05-01,2008,5,South-South,Edo,58.8,12,23.3,4.9,0.673,0.129
2008-06-01,2008,6,South-South,Edo,148.2,30,46.7,4.94,0.45,0.173
2008-07-01,2008,7,South-South,Edo,223.9,30,87.5,7.46,0.135,0.338
2008-08-01,2008,8,South-South,Edo,174.0,30,81.1,5.8,0.213,0.367
2008-09-01,2008,9,South-South,Edo,333.6,30,144.7,11.12,0.0,0.518
2008-10-01,2008,10,South-South,Edo,131.0,26,63.3,5.04,0.393,0.293
2008-11-01,2008,11,South-South,Edo,2.1,0,0.8,2.1,0.972,0.011
2008-12-01,2008,12,South-South,Edo,14.4,3,7.2,4.8,0.245,0.378
2009-01-01,2009,1,South-South,Edo,39.7,8,19.5,4.96,0.0,1.0
2009-02-01,2009,2,South-South,Edo,15.1,3,7.5,5.03,0.52,0.238
2009-03-01,2009,3,South-South,Edo,52.5,10,26.2,5.25,0.394,0.302
2009-04-01,2009,4,South-South,Edo,119.2,24,43.5,4.97,0.254,0.272
2009-05-01,2009,5,South-South,Edo,239.0,30,109.5,7.97,0.0,0.608
2009-06-01,2009,6,South-South,Edo,183.0,30,57.6,6.1,0.321,0.214
2009-07-01,2009,7,South-South,Edo,158.6,30,52.1,5.29,0.388,0.201
2009-08-01,2009,8,South-South,Edo,198.2,30,95.3,6.61,0.103,0.431
2009-09-01,2009,9,South-South,Edo,115.9,23,48.8,5.04,0.585,0.175
2009-10-01,2009,10,South-South,Edo,273.6,30,88.4,9.12,0.0,0.41
2009-11-01,2009,11,South-South,Edo,141.2,28,46.5,5.04,0.0,0.625
2009-12-01,2009,12,South-South,Edo,0.0,0,0.0,0.0,1.0,0.0
2010-01-01,2010,1,South-South,Edo,19.7,4,8.9,4.92,0.0,0.555
2010-02-01,2010,2,South-South,Edo,15.1,3,7.0,5.03,0.52,0.222
2010-03-01,2010,3,South-South,Edo,24.7,5,11.9,4.94,0.715,0.137
2010-04-01,2010,4,South-South,Edo,135.7,27,67.5,5.03,0.151,0.422
