Date,Year,Month,Geopolitical_Zone,State,Avg_Temp_C,Min_Temp_C,Max_Temp_C,Temp_Range_C,Heat_Stress_Days,Cold_Stress_Days
1990-01-01,1990,1,North-Central,Benue,24.74,15.96,32.17,16.2,0,0
1990-02-01,1990,2,North-Central,Benue,24.84,14.07,33.45,19.4,0,0
1990-03-01,1990,3,North-Central,Benue,26.56,16.9,35.99,19.1,7,0
1990-04-01,1990,4,North-Central,Benue,28.09,22.78,35.68,12.9,6,0
1990-05-01,1990,5,North-Central,Benue,26.37,22.36,31.94,9.6,0,0
1990-06-01,1990,6,North-Central,Benue,25.8,21.86,31.52,9.7,0,0
1990-07-01,1990,7,North-Central,Benue,24.82,20.96,30.37,9.4,0,0
1990-08-01,1990,8,North-Central,Benue,24.88,21.7,30.83,9.1,0,0
1990-09-01,1990,9,North-Central,Benue,24.82,20.29,30.05,9.8,0,0
1990-10-01,1990,10,North-Central,Benue,25.33,19.85,31.11,11.3,0,0
1990-11-01,1990,11,North-Central,Benue,25.65,19.89,31.7,11.8,0,0
1990-12-01,1990,12,North-Central,Benue,25.52,16.27,32.35,16.1,0,0
1991-01-01,1991,1,North-Central,Benue,23.95,13.59,33.56,20.0,0,0
1991-02-01,1991,2,North-Central,Benue,27.45,17.61,35.19,17.6,5,0
1991-03-01,1991,3,North-Central,Benue,27.84,20.74,35.82,15.1,3,0
1991-04-01,1991,4,North-Central,Benue,27.03,20.65,33.25,12.6,0,0
1991-05-01,1991,5,North-Central,Benue,26.62,22.4,33.28,10.9,0,0
1991-06-01,1991,6,North-Central,Benue,25.78,22.09,31.44,9.4,0,0
1991-07-01,1991,7,North-Central,Benue,24.66,21.26,29.78,8.5,0,0
1991-08-01,1991,8,North-Central,Benue,24.43,21.34,29.53,8.2,0,0
1991-09-01,1991,9,North-Central,Benue,25.3,21.26,30.45,9.2,0,0
1991-10-01,1991,10,North-Central,Benue,24.79,20.11,30.61,10.5,0,0
1991-11-01,1991,11,North-Central,Benue,25.65,19.33,31.67,12.3,0,0
1991-12-01,1991,12,North-Central,Benue,22.02,13.58,31.75,18.2,0,0
1992-01-01,1992,1,North-Central,Benue,23.16,11.82,34.45,22.6,0,0
1992-02-01,1992,2,North-Central,Benue,25.28,14.32,36.6,22.3,4,0
1992-03-01,1992,3,North-Central,Benue,28.29,19.46,37.57,18.1,0,0
1992-04-01,1992,4,North-Central,Benue,27.26,22.68,34.3,11.6,0,0
1992-05-01,1992,5,North-Central,Benue,26.47,22.38,33.27,10.9,0,0
1992-06-01,1992,6,North-Central,Benue,25.58,21.48,30.75,9.3,0,0
1992-07-01,1992,7,North-Central,Benue,24.41,20.87,29.67,8.8,0,0
1992-08-01,1992,8,North-Central,Benue,24.08,20.76,29.49,8.7,0,0
1992-09-01,1992,9,North-Central,Benue,24.32,20.95,30.66,9.7,0,0
1992-10-01,1992,10,North-Central,Benue,25.01,20.44,30.98,10.5,0,0
1992-11-01,1992,11,North-Central,Benue,23.54,14.08,31.3,17.2,0,0
1992-12-01,1992,12,North-Central,Benue,22.16,12.93,31.23,18.3,0,0
1993-01-01,1993,1,North-Central,Benue,21.58,11.38,32.02,20.6,0,0
1993-02-01,1993,2,North-Central,Benue,25.21,11.66,34.27,22.6,0,0
1993-03-01,1993,3,North-Central,Benue,26.53,14.28,34.46,20.2,0,0
1993-04-01,1993,4,North-Central,Benue,27.19,22.08,33.96,11.9,0,0
1993-05-01,1993,5,North-Central,Benue,26.76,22.96,31.97,9.0,0,0
1993-06-01,1993,6,North-Central,Benue,25.66,21.68,31.1,9.4,0,0
1993-07-01,1993,7,North-Central,Benue,24.82,21.37,29.92,8.6,0,0
1993-08-01,1993,8,North-Central,Benue,24.36,20.92,29.51,8.6,0,0
1993-09-01,1993,9,North-Central,Benue,24.88,20.91,30.59,9.7,0,0
1993-10-01,1993,10,North-Central,Benue,25.3,21.15,31.49,10.3,0,0
1993-11-01,1993,11,North-Central,Benue,25.54,20.13,31.23,11.1,0,0
1993-12-01,1993,12,North-Central,Benue,22.9,14.25,30.63,16.4,0,0
1994-01-01,1994,1,North-Central,Benue,23.78,12.6,32.53,19.9,0,0
1994-02-01,1994,2,North-Central,Benue,25.0,13.89,33.67,19.8,0,0
1994-03-01,1994,3,North-Central,Benue,27.63,21.32,34.81,13.5,0,0
1994-04-01,1994,4,North-Central,Benue,27.2,21.86,34.17,12.3,0,0
1994-05-01,1994,5,North-Central,Benue,26.42,22.29,32.43,10.1,0,0
1994-06-01,1994,6,North-Central,Benue,25.72,21.75,30.79,9.0,0,0
1994-07-01,1994,7,North-Central,Benue,24.77,21.2,29.69,8.5,0,0
1994-08-01,1994,8,North-Central,Benue,24.55,21.07,29.22,8.1,0,0
1994-09-01,1994,9,North-Central,Benue,24.84,21.55,31.11,9.6,0,0
1994-10-01,1994,10,North-Central,Benue,24.82,21.27,30.42,9.2,0,0
1994-11-01,1994,11,North-Central,Benue,23.59,14.73,30.68,16.0,0,0
1994-12-01,1994,12,North-Central,Benue,20.38,13.07,29.65,16.6,0,0
1995-01-01,1995,1,North-Central,Benue,22.3,13.31,31.06,17.8,0,0
1995-02-01,1995,2,North-Central,Benue,24.53,14.1,33.49,19.4,0,0
1995-03-01,1995,3,North-Central,Benue,27.26,21.07,34.28,13.2,0,0
1995-04-01,1995,4,North-Central,Benue,27.32,21.72,34.85,13.1,0,0
1995-05-01,1995,5,North-Central,Benue,26.54,22.46,32.17,9.7,0,0
1995-06-01,1995,6,North-Central,Benue,25.86,21.99,31.24,9.2,0,0
1995-07-01,1995,7,North-Central,Benue,24.8,21.57,29.76,8.2,0,0
1995-08-01,1995,8,North-Central,Benue,24.69,21.25,29.74,8.5,0,0
1995-09-01,1995,9,North-Central,Benue,25.15,21.3,30.11,8.8,0,0
1995-10-01,1995,10,North-Central,Benue,25.26,21.13,30.8,9.7,0,0
1995-11-01,1995,11,North-Central,Benue,23.13,15.58,30.61,15.0,0,0
1995-12-01,1995,12,North-Central,Benue,22.97,14.08,31.15,17.1,0,0
1996-01-01,1996,1,North-Central,Benue,23.95,14.1,32.38,18.3,0,0
1996-02-01,1996,2,North-Central,Benue,26.55,16.97,34.23,17.3,0,0
1996-03-01,1996,3,North-Central,Benue,27.03,21.48,34.05,12.6,0,0
1996-04-01,1996,4,North-Central,Benue,26.91,22.35,33.02,10.7,0,0
1996-05-01,1996,5,North-Central,Benue,26.59,21.7,32.62,10.9,0,0
1996-06-01,1996,6,North-Central,Benue,25.59,21.72,31.18,9.5,0,0
1996-07-01,1996,7,North-Central,Benue,24.75,21.09,30.33,9.2,0,0
1996-08-01,1996,8,North-Central,Benue,24.63,20.98,29.71,8.7,0,0
1996-09-01,1996,9,North-Central,Benue,24.83,21.3,30.1,8.8,0,0
1996-10-01,1996,10,North-Central,Benue,24.81,20.22,30.32,10.1,0,0
1996-11-01,1996,11,North-Central,Benue,22.19,15.25,30.22,15.0,0,0
1996-12-01,1996,12,North-Central,Benue,22.92,12.67,30.48,17.8,0,0
1997-01-01,1997,1,North-Central,Benue,23.64,13.51,30.77,17.3,0,0
1997-02-01,1997,2,North-Central,Benue,22.3,12.15,32.85,20.7,0,0
1997-03-01,1997,3,North-Central,Benue,26.13,15.0,33.81,18.8,0,0
1997-04-01,1997,4,North-Central,Benue,26.42,22.03,33.76,11.7,0,0
1997-05-01,1997,5,North-Central,Benue,26.09,22.08,31.28,9.2,0,0
1997-06-01,1997,6,North-Central,Benue,25.2,21.32,30.08,8.8,0,0
1997-07-01,1997,7,North-Central,Benue,24.71,21.34,29.78,8.4,0,0
1997-08-01,1997,8,North-Central,Benue,24.68,19.95,31.04,11.1,0,0
1997-09-01,1997,9,North-Central,Benue,25.34,21.94,31.35,9.4,0,0
1997-10-01,1997,10,North-Central,Benue,25.67,21.8,30.72,8.9,0,0
1997-11-01,1997,11,North-Central,Benue,25.78,17.66,31.77,14.1,0,0
1997-12-01,1997,12,North-Central,Benue,22.64,14.84,30.75,15.9,0,0
1998-01-01,1998,1,North-Central,Benue,21.94,12.57,32.76,20.2,0,0
1998-02-01,1998,2,North-Central,Benue,25.96,16.21,34.88,18.7,0,0
1998-03-01,1998,3,North-Central,Benue,27.28,16.12,36.85,20.7,6,0
1998-04-01,1998,4,North-Central,Benue,28.45,22.63,35.05,12.4,5,0
1998-05-01,1998,5,North-Central,Benue,27.48,23.22,32.75,9.5,0,0
1998-06-01,1998,6,North-Central,Benue,26.21,21.61,31.47,9.9,0,0
1998-07-01,1998,7,North-Central,Benue,25.21,21.69,30.99,9.3,0,0
1998-08-01,1998,8,North-Central,Benue,24.92,21.23,30.27,9.0,0,0
1998-09-01,1998,9,North-Central,Benue,25.27,21.81,30.54,8.7,0,0
1998-10-01,1998,10,North-Central,Benue,25.65,21.49,31.53,10.0,0,0
1998-11-01,1998,11,North-Central,Benue,25.68,17.87,31.72,13.8,0,0
1998-12-01,1998,12,North-Central,Benue,23.75,14.85,31.76,16.9,0,0
1999-01-01,1999,1,North-Central,Benue,24.43,13.28,33.43,20.2,0,0
1999-02-01,1999,2,North-Central,Benue,26.58,18.6,34.12,15.5,0,0
1999-03-01,1999,3,North-Central,Benue,27.91,22.59,36.06,13.5,9,0
1999-04-01,1999,4,North-Central,Benue,27.73,22.81,35.36,12.6,0,0
1999-05-01,1999,5,North-Central,Benue,27.04,22.56,35.34,12.8,4,0
1999-06-01,1999,6,North-Central,Benue,26.06,22.13,32.67,10.5,0,0
1999-07-01,1999,7,North-Central,Benue,25.0,20.48,30.58,10.1,0,0
1999-08-01,1999,8,North-Central,Benue,25.2,21.18,30.85,9.7,0,0
1999-09-01,1999,9,North-Central,Benue,25.31,20.81,32.13,11.3,0,0
1999-10-01,1999,10,North-Central,Benue,25.46,21.21,31.47,10.3,0,0
1999-11-01,1999,11,North-Central,Benue,26.3,19.1,34.12,15.0,0,0
1999-12-01,1999,12,North-Central,Benue,25.09,13.79,34.37,20.6,0,0
2000-01-01,2000,1,North-Central,Benue,26.37,16.32,37.01,20.7,7,0
2000-02-01,2000,2,North-Central,Benue,26.86,16.33,38.77,22.4,7,0
2000-03-01,2000,3,North-Central,Benue,28.52,17.0,39.09,22.1,7,0
2000-04-01,2000,4,North-Central,Benue,28.71,23.75,37.74,14.0,6,0
2000-05-01,2000,5,North-Central,Benue,28.05,22.74,37.21,14.5,5,0
2000-06-01,2000,6,North-Central,Benue,25.29,21.42,30.53,9.1,0,0
2000-07-01,2000,7,North-Central,Benue,24.53,20.99,29.37,8.4,0,0
2000-08-01,2000,8,North-Central,Benue,24.47,21.42,30.06,8.6,0,0
2000-09-01,2000,9,North-Central,Benue,24.63,21.59,29.64,8.0,0,0
2000-10-01,2000,10,North-Central,Benue,25.12,20.97,30.51,9.5,0,0
2000-11-01,2000,11,North-Central,Benue,24.54,16.68,31.06,14.4,0,0
2000-12-01,2000,12,North-Central,Benue,21.29,12.35,31.14,18.8,0,0
2001-01-01,2001,1,North-Central,Benue,20.96,11.45,31.81,20.4,0,0
2001-02-01,2001,2,North-Central,Benue,22.72,12.51,32.87,20.4,0,0
2001-03-01,2001,3,North-Central,Benue,26.88,21.19,33.33,12.1,0,0
2001-04-01,2001,4,North-Central,Benue,26.73,21.73,32.96,11.2,0,0
2001-05-01,2001,5,North-Central,Benue,26.7,22.67,32.7,10.0,0,0
2001-06-01,2001,6,North-Central,Benue,25.39,21.57,30.39,8.8,0,0
2001-07-01,2001,7,North-Central,Benue,24.58,20.63,30.02,9.4,0,0
2001-08-01,2001,8,North-Central,Benue,24.87,21.32,30.41,9.1,0,0
2001-09-01,2001,9,North-Central,Benue,24.8,21.64,29.85,8.2,0,0
2001-10-01,2001,10,North-Central,Benue,25.29,19.09,32.24,13.2,0,0
2001-11-01,2001,11,North-Central,Benue,24.99,17.56,31.16,13.6,0,0
2001-12-01,2001,12,North-Central,Benue,23.64,14.05,31.36,17.3,0,0
2002-01-01,2002,1,North-Central,Benue,21.48,12.93,31.02,18.1,0,0
2002-02-01,2002,2,North-Central,Benue,24.67,13.3,34.68,21.4,0,0
2002-03-01,2002,3,North-Central,Benue,27.62,21.44,35.14,13.7,4,0
2002-04-01,2002,4,North-Central,Benue,27.28,22.69,34.3,11.6,0,0
2002-05-01,2002,5,North-Central,Benue,26.9,22.98,32.78,9.8,0,0
2002-06-01,2002,6,North-Central,Benue,25.74,21.88,30.81,8.9,0,0
2002-07-01,2002,7,North-Central,Benue,25.26,21.68,30.56,8.9,0,0
2002-08-01,2002,8,North-Central,Benue,24.84,21.09,30.01,8.9,0,0
2002-09-01,2002,9,North-Central,Benue,25.29,21.71,30.33,8.6,0,0
2002-10-01,2002,10,North-Central,Benue,25.2,20.96,31.59,10.6,0,0
2002-11-01,2002,11,North-Central,Benue,24.91,15.96,31.33,15.4,0,0
2002-12-01,2002,12,North-Central,Benue,22.76,11.58,32.19,20.6,0,0
2003-01-01,2003,1,North-Central,Benue,23.43,11.7,32.37,20.7,0,0
2003-02-01,2003,2,North-Central,Benue,26.28,17.18,34.08,16.9,0,0
2003-03-01,2003,3,North-Central,Benue,26.83,20.56,34.24,13.7,0,0
2003-04-01,2003,4,North-Central,Benue,27.22,22.68,33.95,11.3,0,0
2003-05-01,2003,5,North-Central,Benue,26.86,22.58,33.28,10.7,0,0
2003-06-01,2003,6,North-Central,Benue,25.46,21.67,30.22,8.5,0,0
2003-07-01,2003,7,North-Central,Benue,25.1,20.05,30.74,10.7,0,0
2003-08-01,2003,8,North-Central,Benue,25.23,22.08,30.05,8.0,0,0
2003-09-01,2003,9,North-Central,Benue,25.17,21.27,31.25,10.0,0,0
2003-10-01,2003,10,North-Central,Benue,25.69,21.18,30.99,9.8,0,0
2003-11-01,2003,11,North-Central,Benue,25.74,17.45,31.63,14.2,0,0
2003-12-01,2003,12,North-Central,Benue,23.23,12.14,31.08,18.9,0,0
2004-01-01,2004,1,North-Central,Benue,24.41,16.79,33.04,16.2,0,0
2004-02-01,2004,2,North-Central,Benue,25.53,15.26,35.27,20.0,9,0
2004-03-01,2004,3,North-Central,Benue,27.47,18.03,36.7,18.7,2,0
2004-04-01,2004,4,North-Central,Benue,27.95,23.43,35.52,12.1,0,0
2004-05-01,2004,5,North-Central,Benue,26.67,21.92,33.22,11.3,0,0
2004-06-01,2004,6,North-Central,Benue,25.56,20.87,31.09,10.2,0,0
2004-07-01,2004,7,North-Central,Benue,24.94,20.9,30.43,9.5,0,0
2004-08-01,2004,8,North-Central,Benue,25.12,21.8,30.26,8.5,0,0
2004-09-01,2004,9,North-Central,Benue,25.36,21.76,30.99,9.2,0,0
2004-10-01,2004,10,North-Central,Benue,25.65,20.64,31.63,11.0,0,0
2004-11-01,2004,11,North-Central,Benue,25.48,18.73,31.48,12.8,0,0
2004-12-01,2004,12,North-Central,Benue,24.34,16.42,33.13,16.7,0,0
2005-01-01,2005,1,North-Central,Benue,23.49,13.85,34.36,20.5,0,0
2005-02-01,2005,2,North-Central,Benue,27.91,19.41,36.97,17.6,5,0
2005-03-01,2005,3,North-Central,Benue,28.1,22.94,36.26,13.3,5,0
2005-04-01,2005,4,North-Central,Benue,28.19,23.72,35.28,11.6,6,0
2005-05-01,2005,5,North-Central,Benue,26.93,22.44,33.38,10.9,0,0
2005-06-01,2005,6,North-Central,Benue,26.27,22.52,33.68,11.2,0,0
2005-07-01,2005,7,North-Central,Benue,25.59,21.58,31.66,10.1,0,0
2005-08-01,2005,8,North-Central,Benue,25.59,21.64,31.33,9.7,0,0
2005-09-01,2005,9,North-Central,Benue,25.56,22.0,31.51,9.5,0,0
2005-10-01,2005,10,North-Central,Benue,25.57,21.67,32.03,10.4,0,0
2005-11-01,2005,11,North-Central,Benue,25.36,18.11,32.24,14.1,0,0
2005-12-01,2005,12,North-Central,Benue,25.47,16.04,33.75,17.7,0,0
2006-01-01,2006,1,North-Central,Benue,26.43,16.87,34.56,17.7,0,0
2006-02-01,2006,2,North-Central,Benue,27.44,20.06,35.89,15.8,9,0
2006-03-01,2006,3,North-Central,Benue,27.52,21.16,35.46,14.3,5,0
2006-04-01,2006,4,North-Central,Benue,27.75,22.31,36.44,14.1,7,0
2006-05-01,2006,5,North-Central,Benue,26.71,22.48,32.05,9.6,0,0
2006-06-01,2006,6,North-Central,Benue,26.4,22.23,32.27,10.0,0,0
2006-07-01,2006,7,North-Central,Benue,25.79,22.07,31.89,9.8,0,0
2006-08-01,2006,8,North-Central,Benue,25.0,21.53,29.9,8.4,0,0
2006-09-01,2006,9,North-Central,Benue,25.1,21.79,30.12,8.3,0,0
2006-10-01,2006,10,North-Central,Benue,26.01,21.52,31.06,9.5,0,0
2006-11-01,2006,11,North-Central,Benue,24.09,14.29,30.98,16.7,0,0
2006-12-01,2006,12,North-Central,Benue,22.21,11.29,30.35,19.1,0,0
2007-01-01,2007,1,North-Central,Benue,21.6,12.48,33.92,21.4,0,0
2007-02-01,2007,2,North-Central,Benue,25.9,15.65,34.96,19.3,0,0
2007-03-01,2007,3,North-Central,Benue,27.55,17.58,36.07,18.5,4,0
2007-04-01,2007,4,North-Central,Benue,27.84,23.51,34.17,10.7,0,0
2007-05-01,2007,5,North-Central,Benue,27.18,23.01,33.91,10.9,0,0
2007-06-01,2007,6,North-Central,Benue,25.79,21.99,31.06,9.1,0,0
2007-07-01,2007,7,North-Central,Benue,25.11,21.83,30.24,8.4,0,0
2007-08-01,2007,8,North-Central,Benue,24.84,21.02,29.67,8.7,0,0
2007-09-01,2007,9,North-Central,Benue,25.2,21.42,30.81,9.4,0,0
2007-10-01,2007,10,North-Central,Benue,25.07,21.01,30.39,9.4,0,0
2007-11-01,2007,11,North-Central,Benue,25.51,18.67,31.15,12.5,0,0
2007-12-01,2007,12,North-Central,Benue,22.63,11.07,31.46,20.4,0,0
2008-01-01,2008,1,North-Central,Benue,22.02,12.61,30.42,17.8,0,0
2008-02-01,2008,2,North-Central,Benue,23.34,13.05,31.99,18.9,0,0
2008-03-01,2008,3,North-Central,Benue,27.08,21.59,34.21,12.6,0,0
2008-04-01,2008,4,North-Central,Benue,26.7,22.19,33.34,11.2,0,0
2008-05-01,2008,5,North-Central,Benue,26.54,21.77,33.77,12.0,0,0
2008-06-01,2008,6,North-Central,Benue,25.72,21.74,31.58,9.8,0,0
2008-07-01,2008,7,North-Central,Benue,24.97,20.63,30.45,9.8,0,0
2008-08-01,2008,8,North-Central,Benue,24.66,21.3,29.87,8.6,0,0
2008-09-01,2008,9,North-Central,Benue,25.22,21.56,30.43,8.9,0,0
2008-10-01,2008,10,North-Central,Benue,25.93,20.17,31.79,11.6,0,0
2008-11-01,2008,11,North-Central,Benue,25.91,17.83,33.08,15.2,0,0
2008-12-01,2008,12,North-Central,Benue,24.87,13.89,32.33,18.4,0,0
2009-01-01,2009,1,North-Central,Benue,25.74,16.26,33.48,17.2,0,0
2009-02-01,2009,2,North-Central,Benue,27.11,19.36,35.43,16.1,9,0
2009-03-01,2009,3,North-Central,Benue,27.69,20.19,35.38,15.2,2,0
2009-04-01,2009,4,North-Central,Benue,27.52,23.34,34.52,11.2,0,0
2009-05-01,2009,5,North-Central,Benue,26.64,22.96,31.76,8.8,0,0
2009-06-01,2009,6,North-Central,Benue,25.92,21.99,31.46,9.5,0,0
2009-07-01,2009,7,North-Central,Benue,25.52,21.58,30.78,9.2,0,0
2009-08-01,2009,8,North-Central,Benue,25.0,21.49,30.22,8.7,0,0
2009-09-01,2009,9,North-Central,Benue,25.57,21.69,30.98,9.3,0,0
2009-10-01,2009,10,North-Central,Benue,25.45,21.46,31.96,10.5,0,0
2009-11-01,2009,11,North-Central,Benue,24.68,16.19,31.38,15.2,0,0
2009-12-01,2009,12,North-Central,Benue,24.31,12.82,33.57,20.8,0,0
2010-01-01,2010,1,North-Central,Benue,25.39,14.08,36.02,21.9,1,0
2010-02-01,2010,2,North-Central,Benue,27.93,16.4,35.52,19.1,1,0
2010-03-01,2010,3,North-Central,Benue,28.16,21.09,37.83,16.7,2,0
2010-04-01,2010,4,North-Central,Benue,28.12,22.18,37.3,15.1,4,0
2010-05-01,2010,5,North-Central,Benue,27.23,23.08,33.31,10.2,0,0
2010-06-01,2010,6,North-Central,Benue,26.05,21.94,31.84,9.9,0,0
2010-07-01,2010,7,North-Central,Benue,25.04,21.46,30.54,9.1,0,0
2010-08-01,2010,8,North-Central,Benue,25.16,21.38,30.04,8.7,0,0
2010-09-01,2010,9,North-Central,Benue,25.03,20.98,30.3,9.3,0,0
2010-10-01,2010,10,North-Central,Benue,25.27,21.39,30.65,9.3,0,0
2010-11-01,2010,11,North-Central,Benue,26.02,19.41,32.6,13.2,0,0
2010-12-01,2010,12,North-Central,Benue,23.59,13.32,31.8,18.5,0,0
2011-01-01,2011,1,North-Central,Benue,23.23,12.28,34.89,22.6,0,0
2011-02-01,2011,2,North-Central,Benue,26.82,20.38,34.57,14.2,0,0
2011-03-01,2011,3,North-Central,Benue,27.88,22.25,35.96,13.7,0,0
2011-04-01,2011,4,North-Central,Benue,27.26,21.85,34.54,12.7,0,0
2011-05-01,2011,5,North-Central,Benue,26.66,22.43,32.44,10.0,0,0
2011-06-01,2011,6,North-Central,Benue,25.97,21.66,32.03,10.4,0,0
2011-07-01,2011,7,North-Central,Benue,25.35,20.76,30.5,9.7,0,0
2011-08-01,2011,8,North-Central,Benue,25.06,21.19,30.04,8.8,0,0
2011-09-01,2011,9,North-Central,Benue,24.94,21.01,29.78,8.8,0,0
2011-10-01,2011,10,North-Central,Benue,25.27,20.5,31.26,10.8,0,0
2011-11-01,2011,11,North-Central,Benue,25.12,13.71,31.94,18.2,0,0
2011-12-01,2011,12,North-Central,Benue,22.52,12.34,32.99,20.7,0,0
2012-01-01,2012,1,North-Central,Benue,24.39,14.28,34.59,20.3,0,0
2012-02-01,2012,2,North-Central,Benue,27.17,20.38,35.72,15.3,1,0
2012-03-01,2012,3,North-Central,Benue,27.6,21.17,37.5,16.3,0,0
2012-04-01,2012,4,North-Central,Benue,27.65,23.2,35.13,11.9,4,0
2012-05-01,2012,5,North-Central,Benue,26.4,22.41,33.44,11.0,0,0
2012-06-01,2012,6,North-Central,Benue,25.85,21.2,32.13,10.9,0,0
2012-07-01,2012,7,North-Central,Benue,25.02,20.93,30.01,9.1,0,0
2012-08-01,2012,8,North-Central,Benue,24.81,19.98,30.0,10.0,0,0
2012-09-01,2012,9,North-Central,Benue,24.92,20.89,30.07,9.2,0,0
2012-10-01,2012,10,North-Central,Benue,25.33,21.1,30.78,9.7,0,0
2012-11-01,2012,11,North-Central,Benue,25.71,17.96,31.7,13.7,0,0
2012-12-01,2012,12,North-Central,Benue,22.99,12.67,31.6,18.9,0,0
2013-01-01,2013,1,North-Central,Benue,24.62,14.67,33.92,19.2,0,0
2013-02-01,2013,2,North-Central,Benue,26.71,15.7,34.5,18.8,0,0
2013-03-01,2013,3,North-Central,Benue,27.47,22.39,33.98,11.6,0,0
2013-04-01,2013,4,North-Central,Benue,27.56,22.05,34.6,12.6,0,0
2013-05-01,2013,5,North-Central,Benue,26.82,22.86,32.27,9.4,0,0
2013-06-01,2013,6,North-Central,Benue,26.03,21.93,31.93,10.0,0,0
2013-07-01,2013,7,North-Central,Benue,25.16,21.1,31.17,10.1,0,0
2013-08-01,2013,8,North-Central,Benue,25.01,20.7,30.75,10.0,0,0
2013-09-01,2013,9,North-Central,Benue,25.47,20.9,30.89,10.0,0,0
2013-10-01,2013,10,North-Central,Benue,25.78,21.16,32.41,11.2,0,0
2013-11-01,2013,11,North-Central,Benue,26.5,19.96,35.11,15.2,2,0
2013-12-01,2013,12,North-Central,Benue,25.57,13.88,36.29,22.4,7,0
2014-01-01,2014,1,North-Central,Benue,26.65,15.84,36.69,20.8,9,0
2014-02-01,2014,2,North-Central,Benue,28.23,18.98,38.7,19.7,7,0
2014-03-01,2014,3,North-Central,Benue,28.22,21.05,37.53,16.5,7,0
2014-04-01,2014,4,North-Central,Benue,27.68,23.47,35.12,11.6,4,0
2014-05-01,2014,5,North-Central,Benue,27.27,22.56,34.49,11.9,0,0
2014-06-01,2014,6,North-Central,Benue,26.38,22.34,31.88,9.5,0,0
2014-07-01,2014,7,North-Central,Benue,25.79,21.59,32.4,10.8,0,0
2014-08-01,2014,8,North-Central,Benue,25.23,21.71,30.98,9.3,0,0
2014-09-01,2014,9,North-Central,Benue,25.25,21.42,31.39,10.0,0,0
2014-10-01,2014,10,North-Central,Benue,25.91,20.89,32.32,11.4,0,0
2014-11-01,2014,11,North-Central,Benue,26.33,18.6,34.67,16.1,0,0
2014-12-01,2014,12,North-Central,Benue,26.06,15.65,35.36,19.7,2,0
2015-01-01,2015,1,North-Central,Benue,24.86,13.66,37.19,23.5,4,0
2015-02-01,2015,2,North-Central,Benue,28.74,20.77,38.84,18.1,9,0
2015-03-01,2015,3,North-Central,Benue,28.44,20.64,37.79,17.2,7,0
2015-04-01,2015,4,North-Central,Benue,28.65,21.42,37.26,15.8,2,0
2015-05-01,2015,5,North-Central,Benue,28.14,23.08,37.1,14.0,8,0
2015-06-01,2015,6,North-Central,Benue,26.85,22.67,33.55,10.9,0,0
2015-07-01,2015,7,North-Central,Benue,25.78,21.9,32.4,10.5,0,0
2015-08-01,2015,8,North-Central,Benue,25.56,21.71,30.8,9.1,0,0
2015-09-01,2015,9,North-Central,Benue,25.62,22.34,31.29,9.0,0,0
2015-10-01,2015,10,North-Central,Benue,26.1,22.07,31.47,9.4,0,0
2015-11-01,2015,11,North-Central,Benue,26.61,18.12,35.44,17.3,4,0
2015-12-01,2015,12,North-Central,Benue,23.55,13.41,34.33,20.9,0,0
2016-01-01,2016,1,North-Central,Benue,25.55,15.45,36.71,21.3,0,0
2016-02-01,2016,2,North-Central,Benue,28.77,16.93,39.38,22.5,7,0
2016-03-01,2016,3,North-Central,Benue,29.41,22.85,38.41,15.6,1,0
2016-04-01,2016,4,North-Central,Benue,28.83,23.4,37.26,13.9,4,0
2016-05-01,2016,5,North-Central,Benue,27.42,21.94,34.63,12.7,0,0
2016-06-01,2016,6,North-Central,Benue,25.93,21.41,31.98,10.6,0,0
2016-07-01,2016,7,North-Central,Benue,25.33,21.79,31.91,10.1,0,0
2016-08-01,2016,8,North-Central,Benue,25.18,21.92,29.97,8.0,0,0
2016-09-01,2016,9,North-Central,Benue,25.19,21.5,31.33,9.8,0,0
2016-10-01,2016,10,North-Central,Benue,25.84,21.02,32.15,11.1,0,0
2016-11-01,2016,11,North-Central,Benue,26.25,17.56,32.98,15.4,0,0
2016-12-01,2016,12,North-Central,Benue,24.47,14.68,32.26,17.6,0,0
2017-01-01,2017,1,North-Central,Benue,25.63,14.85,34.75,19.9,0,0
2017-02-01,2017,2,North-Central,Benue,26.59,17.02,36.97,20.0,0,0
2017-03-01,2017,3,North-Central,Benue,28.82,21.72,37.26,15.5,1,0
2017-04-01,2017,4,North-Central,Benue,27.73,20.9,36.62,15.7,3,0
2017-05-01,2017,5,North-Central,Benue,26.76,22.64,32.34,9.7,0,0
2017-06-01,2017,6,North-Central,Benue,26.27,22.05,32.7,10.7,0,0
2017-07-01,2017,7,North-Central,Benue,25.48,21.96,30.8,8.8,0,0
2017-08-01,2017,8,North-Central,Benue,25.19,21.62,30.67,9.0,0,0
2017-09-01,2017,9,North-Central,Benue,25.38,21.96,29.95,8.0,0,0
2017-10-01,2017,10,North-Central,Benue,26.09,21.64,32.05,10.4,0,0
2017-11-01,2017,11,North-Central,Benue,25.8,15.41,32.3,16.9,0,0
2017-12-01,2017,12,North-Central,Benue,24.93,16.47,32.86,16.4,0,0
2018-01-01,2018,1,North-Central,Benue,22.95,11.66,33.21,21.6,0,0
2018-02-01,2018,2,North-Central,Benue,27.87,15.2,36.79,21.6,8,0
2018-03-01,2018,3,North-Central,Benue,28.28,22.38,36.33,14.0,2,0
