Year,Month,Geopolitical_Zone,State,CO2_ppm,Source,CO2_Growth_Rate_ppm_per_year
2018,5,South-East,Anambra,371.42,interpolated,
2018,6,South-East,Anambra,371.42,interpolated,
2018,7,South-East,Anambra,371.42,interpolated,
2018,8,South-East,Anambra,371.42,interpolated,
2018,9,South-East,Anambra,371.42,interpolated,
2018,10,South-East,Anambra,371.42,interpolated,
2018,11,South-East,Anambra,371.42,interpolated,
2018,12,South-East,Anambra,371.42,interpolated,
2019,1,South-East,Anambra,371.42,interpolated,
2019,2,South-East,Anambra,371.42,interpolated,
2019,3,South-East,Anambra,371.42,interpolated,
2019,4,South-East,Anambra,371.42,interpolated,
2019,5,South-East,Anambra,371.42,interpolated,
2019,6,South-East,Anambra,371.42,interpolated,
2019,7,South-East,Anambra,371.42,interpolated,
2019,8,South-East,Anambra,371.42,interpolated,
2019,9,South-East,Anambra,371.42,interpolated,
2019,10,South-East,Anambra,371.42,interpolated,
2019,11,South-East,Anambra,371.42,interpolated,
2019,12,South-East,Anambra,371.42,interpolated,
2020,1,South-East,Anambra,371.42,interpolated,
2020,2,South-East,Anambra,371.42,interpolated,
2020,3,South-East,Anambra,371.42,interpolated,
2020,4,South-East,Anambra,371.42,interpolated,
2020,5,South-East,Anambra,371.42,interpolated,
2020,6,South-East,Anambra,371.42,interpolated,
2020,7,South-East,Anambra,371.42,interpolated,
2020,8,South-East,Anambra,371.42,interpolated,
2020,9,South-East,Anambra,371.42,interpolated,
2020,10,South-East,Anambra,371.42,interpolated,
2020,11,South-East,Anambra,371.42,interpolated,
2020,12,South-East,Anambra,371.42,interpolated,
2021,1,South-East,Anambra,371.42,interpolated,
2021,2,South-East,Anambra,371.42,interpolated,
2021,3,South-East,Anambra,371.42,interpolated,
2021,4,South-East,Anambra,371.42,interpolated,
2021,5,South-East,Anambra,371.42,interpolated,
2021,6,South-East,Anambra,371.42,interpolated,
2021,7,South-East,Anambra,371.42,interpolated,
2021,8,South-East,Anambra,371.42,interpolated,
2021,9,South-East,Anambra,371.42,interpolated,
2021,10,South-East,Anambra,371.42,interpolated,
2021,11,South-East,Anambra,371.42,interpolated,
2021,12,South-East,Anambra,371.42,interpolated,
2022,1,South-East,Anambra,371.42,interpolated,
2022,2,South-East,Anambra,371.42,interpolated,
2022,3,South-East,Anambra,371.42,interpolated,
2022,4,South-East,Anambra,371.42,interpolated,
2022,5,South-East,Anambra,371.42,interpolated,
2022,6,South-East,Anambra,371.42,interpolated,
2022,7,South-East,Anambra,371.42,interpolated,
2022,8,South-East,Anambra,371.42,interpolated,
2022,9,South-East,Anambra,371.42,interpolated,
2022,10,South-East,Anambra,371.42,interpolated,
2022,11,South-East,Anambra,371.42,interpolated,
2022,12,South-East,Anambra,371.42,interpolated,
2023,1,South-East,Anambra,371.42,interpolated,
2023,2,South-East,Anambra,371.42,interpolated,
2023,3,South-East,Anambra,371.42,interpolated,
2023,4,South-East,Anambra,371.42,interpolated,
2023,5,South-East,Anambra,371.42,interpolated,
2023,6,South-East,Anambra,371.42,interpolated,
2023,7,South-East,Anambra,371.42,interpolated,
2023,8,South-East,Anambra,371.42,interpolated,
2023,9,South-East,Anambra,371.42,interpolated,
2023,10,South-East,Anambra,371.42,interpolated,
2023,11,South-East,Anambra,371.42,interpolated,
2023,12,South-East,Anambra,371.42,interpolated,
2000,1,North-East,Bauchi,369.45,NOAA-Mauna-Loa,
2000,2,North-East,Bauchi,369.71,NOAA-Mauna-Loa,
2000,3,North-East,Bauchi,370.75,NOAA-Mauna-Loa,
2000,4,North-East,Bauchi,371.98,NOAA-Mauna-Loa,
2000,5,North-East,Bauchi,371.74,NOAA-Mauna-Loa,
2000,6,North-East,Bauchi,371.87,NOAA-Mauna-Loa,
2000,7,North-East,Bauchi,370.02,NOAA-Mauna-Loa,
2000,8,North-East,Bauchi,368.27,NOAA-Mauna-Loa,
2000,9,North-East,Bauchi,367.15,NOAA-Mauna-Loa,
2000,10,North-East,Bauchi,367.18,NOAA-Mauna-Loa,
2000,11,North-East,Bauchi,368.53,NOAA-Mauna-Loa,
2000,12,North-East,Bauchi,369.83,NOAA-Mauna-Loa,
2001,1,North-East,Bauchi,370.76,NOAA-Mauna-Loa,
2001,2,North-East,Bauchi,371.69,NOAA-Mauna-Loa,
2001,3,North-East,Bauchi,372.63,NOAA-Mauna-Loa,
2001,4,North-East,Bauchi,373.55,NOAA-Mauna-Loa,
2001,5,North-East,Bauchi,374.03,NOAA-Mauna-Loa,
2001,6,North-East,Bauchi,373.4,NOAA-Mauna-Loa,
2001,7,North-East,Bauchi,371.68,NOAA-Mauna-Loa,
2001,8,North-East,Bauchi,369.78,NOAA-Mauna-Loa,
2001,9,North-East,Bauchi,368.34,NOAA-Mauna-Loa,
2001,10,North-East,Bauchi,368.61,NOAA-Mauna-Loa,
2001,11,North-East,Bauchi,369.94,NOAA-Mauna-Loa,
2001,12,North-East,Bauchi,371.42,NOAA-Mauna-Loa,
2014,1,North-East,Bauchi,371.42,interpolated,
2014,2,North-East,Bauchi,371.42,interpolated,
2014,3,North-East,Bauchi,371.42,interpolated,
2014,4,North-East,Bauchi,371.42,interpolated,
2014,5,North-East,Bauchi,371.42,interpolated,
2014,6,North-East,Bauchi,371.42,interpolated,
2014,7,North-East,Bauchi,371.42,interpolated,
2014,8,North-East,Bauchi,371.42,interpolated,
2014,9,North-East,Bauchi,371.42,interpolated,
2014,10,North-East,Bauchi,371.42,interpolated,
2014,11,North-East,Bauchi,371.42,interpolated,
2014,12,North-East,Bauchi,371.42,interpolated,
2015,1,North-East,Bauchi,371.42,interpolated,
2015,2,North-East,Bauchi,371.42,interpolated,
2015,3,North-East,Bauchi,371.42,interpolated,
2015,4,North-East,Bauchi,371.42,interpolated,
2015,5,North-East,Bauchi,371.42,interpolated,
2015,6,North-East,Bauchi,371.42,interpolated,
2015,7,North-East,Bauchi,371.42,interpolated,
2015,8,North-East,Bauchi,371.42,interpolated,
2015,9,North-East,Bauchi,371.42,interpolated,
2015,10,North-East,Bauchi,371.42,interpolated,
2015,11,North-East,Bauchi,371.42,interpolated,
2015,12,North-East,Bauchi,371.42,interpolated,
2016,1,North-East,Bauchi,371.42,interpolated,
2016,2,North-East,Bauchi,371.42,interpolated,
2016,3,North-East,Bauchi,371.42,interpolated,
2016,4,North-East,Bauchi,371.42,interpolated,
2016,5,North-East,Bauchi,371.42,interpolated,
2016,6,North-East,Bauchi,371.42,interpolated,
2016,7,North-East,Bauchi,371.42,interpolated,
2016,8,North-East,Bauchi,371.42,interpolated,
2016,9,North-East,Bauchi,371.42,interpolated,
2016,10,North-East,Bauchi,371.42,interpolated,
2016,11,North-East,Bauchi,371.42,interpolated,
2016,12,North-East,Bauchi,371.42,interpolated,
2017,1,North-East,Bauchi,371.42,interpolated,
2017,2,North-East,Bauchi,371.42,interpolated,
2017,3,North-East,Bauchi,371.42,interpolated,
2017,4,North-East,Bauchi,371.42,interpolated,
2017,5,North-East,Bauchi,371.42,interpolated,
2017,6,North-East,Bauchi,371.42,interpolated,
2017,7,North-East,Bauchi,371.42,interpolated,
2017,8,North-East,Bauchi,371.42,interpolated,
2017,9,North-East,Bauchi,371.42,interpolated,
2017,10,North-East,Bauchi,371.42,interpolated,
2017,11,North-East,Bauchi,371.42,interpolated,
2017,12,North-East,Bauchi,371.42,interpolated,
2018,1,North-East,Bauchi,371.42,interpolated,
2018,2,North-East,Bauchi,371.42,interpolated,
2018,3,North-East,Bauchi,371.42,interpolated,
2018,4,North-East,Bauchi,371.42,interpolated,
2018,5,North-East,Bauchi,371.42,interpolated,
2018,6,North-East,Bauchi,371.42,interpolated,
2018,7,North-East,Bauchi,371.42,interpolated,
2018,8,North-East,Bauchi,371.42,interpolated,
2018,9,North-East,Bauchi,371.42,interpolated,
2018,10,North-East,Bauchi,371.42,interpolated,
2018,11,North-East,Bauchi,371.42,interpolated,
2018,12,North-East,Bauchi,371.42,interpolated,
2019,1,North-East,Bauchi,371.42,interpolated,
2019,2,North-East,Bauchi,371.42,interpolated,
2019,3,North-East,Bauchi,371.42,interpolated,
2019,4,North-East,Bauchi,371.42,interpolated,
2019,5,North-East,Bauchi,371.42,interpolated,
2019,6,North-East,Bauchi,371.42,interpolated,
2019,7,North-East,Bauchi,371.42,interpolated,
2019,8,North-East,Bauchi,371.42,interpolated,
2019,9,North-East,Bauchi,371.42,interpolated,
2019,10,North-East,Bauchi,371.42,interpolated,
2019,11,North-East,Bauchi,371.42,interpolated,
2019,12,North-East,Bauchi,371.42,interpolated,
2020,1,North-East,Bauchi,371.42,interpolated,
2020,2,North-East,Bauchi,371.42,interpolated,
2020,3,North-East,Bauchi,371.42,interpolated,
2020,4,North-East,Bauchi,371.42,interpolated,
2020,5,North-East,Bauchi,371.42,interpolated,
2020,6,North-East,Bauchi,371.42,interpolated,
2020,7,North-East,Bauchi,371.42,interpolated,
2020,8,North-East,Bauchi,371.42,interpolated,
2020,9,North-East,Bauchi,371.42,interpolated,
2020,10,North-East,Bauchi,371.42,interpolated,
2020,11,North-East,Bauchi,371.42,interpolated,
2020,12,North-East,Bauchi,371.42,interpolated,
2021,1,North-East,Bauchi,371.42,interpolated,
2021,2,North-East,Bauchi,371.42,interpolated,
2021,3,North-East,Bauchi,371.42,interpolated,
2021,4,North-East,Bauchi,371.42,interpolated,
2021,5,North-East,Bauchi,371.42,interpolated,
2021,6,North-East,Bauchi,371.42,interpolated,
2021,7,North-East,Bauchi,371.42,interpolated,
2021,8,North-East,Bauchi,371.42,interpolated,
2021,9,North-East,Bauchi,371.42,interpolated,
2021,10,North-East,Bauchi,371.42,interpolated,
2021,11,North-East,Bauchi,371.42,interpolated,
2021,12,North-East,Bauchi,371.42,interpolated,
2022,1,North-East,Bauchi,371.42,interpolated,
2022,2,North-East,Bauchi,371.42,interpolated,
2022,3,North-East,Bauchi,371.42,interpolated,
2022,4,North-East,Bauchi,371.42,interpolated,
2022,5,North-East,Bauchi,371.42,interpolated,
2022,6,North-East,Bauchi,371.42,interpolated,
2022,7,North-East,Bauchi,371.42,interpolated,
2022,8,North-East,Bauchi,371.42,interpolated,
2022,9,North-East,Bauchi,371.42,interpolated,
2022,10,North-East,Bauchi,371.42,interpolated,
2022,11,North-East,Bauchi,371.42,interpolated,
2022,12,North-East,Bauchi,371.42,interpolated,
2023,1,North-East,Bauchi,371.42,interpolated,
2023,2,North-East,Bauchi,371.42,interpolated,
2023,3,North-East,Bauchi,371.42,interpolated,
2023,4,North-East,Bauchi,371.42,interpolated,
2023,5,North-East,Bauchi,371.42,interpolated,
2023,6,North-East,Bauchi,371.42,interpolated,
2023,7,North-East,Bauchi,371.42,interpolated,
2023,8,North-East,Bauchi,371.42,interpolated,
2023,9,North-East,Bauchi,371.42,interpolated,
2023,10,North-East,Bauchi,371.42,interpolated,
2023,11,North-East,Bauchi,371.42,interpolated,
2023,12,North-East,Bauchi,371.42,interpolated,
2000,1,South-South,Bayelsa,369.45,NOAA-Mauna-Loa,
2000,2,South-South,Bayelsa,369.71,NOAA-Mauna-Loa,
2000,3,South-South,Bayelsa,370.75,NOAA-Mauna-Loa,
2000,4,South-South,Bayelsa,371.98,NOAA-Mauna-Loa,
2000,5,South-South,Bayelsa,371.74,NOAA-Mauna-Loa,
2000,6,South-South,Bayelsa,371.87,NOAA-Mauna-Loa,
2000,7,South-South,Bayelsa,370.02,NOAA-Mauna-Loa,
2000,8,South-South,Bayelsa,368.27,NOAA-Mauna-Loa,
2000,9,South-South,Bayelsa,367.15,NOAA-Mauna-Loa,
2000,10,South-South,Bayelsa,367.18,NOAA-Mauna-Loa,
2000,11,South-South,Bayelsa,368.53,NOAA-Mauna-Loa,
2000,12,South-South,Bayelsa,369.83,NOAA-Mauna-Loa,
2001,1,South-South,Bayelsa,370.76,NOAA-Mauna-Loa,
2001,2,South-South,Bayelsa,371.69,NOAA-Mauna-Loa,
2001,3,South-South,Bayelsa,372.63,NOAA-Mauna-Loa,
2001,4,South-South,Bayelsa,373.55,NOAA-Mauna-Loa,
2001,5,South-South,Bayelsa,374.03,NOAA-Mauna-Loa,
2001,6,South-South,Bayelsa,373.4,NOAA-Mauna-Loa,
2001,7,South-South,Bayelsa,371.68,NOAA-Mauna-Loa,
2001,8,South-South,Bayelsa,369.78,NOAA-Mauna-Loa,
2001,9,South-South,Bayelsa,368.34,NOAA-Mauna-Loa,
2001,10,South-South,Bayelsa,368.61,NOAA-Mauna-Loa,
2001,11,South-South,Bayelsa,369.94,NOAA-Mauna-Loa,
2001,12,South-South,Bayelsa,371.42,NOAA-Mauna-Loa,
2014,1,South-South,Bayelsa,371.42,interpolated,
2014,2,South-South,Bayelsa,371.42,interpolated,
2014,3,South-South,Bayelsa,371.42,interpolated,
2014,4,South-South,Bayelsa,371.42,interpolated,
2014,5,South-South,Bayelsa,371.42,interpolated,
2014,6,South-South,Bayelsa,371.42,interpolated,
2014,7,South-South,Bayelsa,371.42,interpolated,
2014,8,South-South,Bayelsa,371.42,interpolated,
2014,9,South-South,Bayelsa,371.42,interpolated,
2014,10,South-South,Bayelsa,371.42,interpolated,
2014,11,South-South,Bayelsa,371.42,interpolated,
2014,12,South-South,Bayelsa,371.42,interpolated,
2015,1,South-South,Bayelsa,371.42,interpolated,
2015,2,South-South,Bayelsa,371.42,interpolated,
2015,3,South-South,Bayelsa,371.42,interpolated,
2015,4,South-South,Bayelsa,371.42,interpolated,
2015,5,South-South,Bayelsa,371.42,interpolated,
2015,6,South-South,Bayelsa,371.42,interpolated,
2015,7,South-South,Bayelsa,371.42,interpolated,
2015,8,South-South,Bayelsa,371.42,interpolated,
2015,9,South-South,Bayelsa,371.42,interpolated,
2015,10,South-South,Bayelsa,371.42,interpolated,
2015,11,South-South,Bayelsa,371.42,interpolated,
2015,12,South-South,Bayelsa,371.42,interpolated,
2016,1,South-South,Bayelsa,371.42,interpolated,
2016,2,South-South,Bayelsa,371.42,interpolated,
2016,3,South-South,Bayelsa,371.42,interpolated,
2016,4,South-South,Bayelsa,371.42,interpolated,
2016,5,South-South,Bayelsa,371.42,interpolated,
2016,6,South-South,Bayelsa,371.42,interpolated,
2016,7,South-South,Bayelsa,371.42,interpolated,
2016,8,South-South,Bayelsa,371.42,interpolated,
2016,9,South-South,Bayelsa,371.42,interpolated,
2016,10,South-South,Bayelsa,371.42,interpolated,
2016,11,South-South,Bayelsa,371.42,interpolated,
2016,12,South-South,Bayelsa,371.42,interpolated,
2017,1,South-South,Bayelsa,371.42,interpolated,
2017,2,South-South,Bayelsa,371.42,interpolated,
2017,3,South-South,Bayelsa,371.42,interpolated,
2017,4,South-South,Bayelsa,371.42,interpolated,
2017,5,South-South,Bayelsa,371.42,interpolated,
2017,6,South-South,Bayelsa,371.42,interpolated,
2017,7,South-South,Bayelsa,371.42,interpolated,
2017,8,South-South,Bayelsa,371.42,interpolated,
2017,9,South-South,Bayelsa,371.42,interpolated,
2017,10,South-South,Bayelsa,371.42,interpolated,
2017,11,South-South,Bayelsa,371.42,interpolated,
2017,12,South-South,Bayelsa,371.42,interpolated,
2018,1,South-South,Bayelsa,371.42,interpolated,
2018,2,South-South,Bayelsa,371.42,interpolated,
2018,3,South-South,Bayelsa,371.42,interpolated,
2018,4,South-South,Bayelsa,371.42,interpolated,
2018,5,South-South,Bayelsa,371.42,interpolated,
2018,6,South-South,Bayelsa,371.42,interpolated,
2018,7,South-South,Bayelsa,371.42,interpolated,
2018,8,South-South,Bayelsa,371.42,interpolated,
2018,9,South-South,Bayelsa,371.42,interpolated,
2018,10,South-South,Bayelsa,371.42,interpolated,
2018,11,South-South,Bayelsa,371.42,interpolated,
2018,12,South-South,Bayelsa,371.42,interpolated,
2019,1,South-South,Bayelsa,371.42,interpolated,
2019,2,South-South,Bayelsa,371.42,interpolated,
2019,3,South-South,Bayelsa,371.42,interpolated,
2019,4,South-South,Bayelsa,371.42,interpolated,
2019,5,South-South,Bayelsa,371.42,interpolated,
2019,6,South-South,Bayelsa,371.42,interpolated,
2019,7,South-South,Bayelsa,371.42,interpolated,
2019,8,South-South,Bayelsa,371.42,interpolated,
2019,9,South-South,Bayelsa,371.42,interpolated,
2019,10,South-South,Bayelsa,371.42,interpolated,
2019,11,South-South,Bayelsa,371.42,interpolated,
2019,12,South-South,Bayelsa,371.42,interpolated,
2020,1,South-South,Bayelsa,371.42,interpolated,
2020,2,South-South,Bayelsa,371.42,interpolated,
2020,3,South-South,Bayelsa,371.42,interpolated,
2020,4,South-South,Bayelsa,371.42,interpolated,
2020,5,South-South,Bayelsa,371.42,interpolated,
2020,6,South-South,Bayelsa,371.42,interpolated,
2020,7,South-South,Bayelsa,371.42,interpolated,
2020,8,South-South,Bayelsa,371.42,interpolated,
2020,9,South-South,Bayelsa,371.42,interpolated,
2020,10,South-South,Bayelsa,371.42,interpolated,
2020,11,South-South,Bayelsa,371.42,interpolated,
2020,12,South-South,Bayelsa,371.42,interpolated,
2021,1,South-South,Bayelsa,371.42,interpolated,
2021,2,South-South,Bayelsa,371.42,interpolated,
2021,3,South-South,Bayelsa,371.42,interpolated,
2021,4,South-South,Bayelsa,371.42,interpolated,
2021,5,South-South,Bayelsa,371.42,interpolated,
2021,6,South-South,Bayelsa,371.42,interpolated,
2021,7,South-South,Bayelsa,371.42,interpolated,
2021,8,South-South,Bayelsa,371.42,interpolated,
2021,9,South-South,Bayelsa,371.42,interpolated,
2021,10,South-South,Bayelsa,371.42,interpolated,
2021,11,South-South,Bayelsa,371.42,interpolated,
2021,12,South-South,Bayelsa,371.42,interpolated,
2022,1,South-South,Bayelsa,371.42,interpolated,
2022,2,South-South,Bayelsa,371.42,interpolated,
2022,3,South-South,Bayelsa,371.42,interpolated,
2022,4,South-South,Bayelsa,371.42,interpolated,
2022,5,South-South,Bayelsa,371.42,interpolated,
2022,6,South-South,Bayelsa,371.42,interpolated,
2022,7,South-South,Bayelsa,371.42,interpolated,
2022,8,South-South,Bayelsa,371.42,interpolated,
2022,9,South-South,Bayelsa,371.42,interpolated,
2022,10,South-South,Bayelsa,371.42,interpolated,
2022,11,South-South,Bayelsa,371.42,interpolated,
2022,12,South-South,Bayelsa,371.42,interpolated,
2023,1,South-South,Bayelsa,371.42,interpolated,
2023,2,South-South,Bayelsa,371.42,interpolated,
2023,3,South-South,Bayelsa,371.42,interpolated,
2023,4,South-South,Bayelsa,371.42,interpolated,
2023,5,South-South,Bayelsa,371.42,interpolated,
2023,6,South-South,Bayelsa,371.42,interpolated,
2023,7,South-South,Bayelsa,371.42,interpolated,
2023,8,South-South,Bayelsa,371.42,interpolated,
2023,9,South-South,Bayelsa,371.42,interpolated,
2023,10,South-South,Bayelsa,371.42,interpolated,
2023,11,South-South,Bayelsa,371.42,interpolated,
2023,12,South-South,Bayelsa,371.42,interpolated,
2000,1,North-Central,Benue,369.45,NOAA-Mauna-Loa,
2000,2,North-Central,Benue,369.71,NOAA-Mauna-Loa,
2000,3,North-Central,Benue,370.75,NOAA-Mauna-Loa,
2000,4,North-Central,Benue,371.98,NOAA-Mauna-Loa,
2000,5,North-Central,Benue,371.74,NOAA-Mauna-Loa,
2000,6,North-Central,Benue,371.87,NOAA-Mauna-Loa,
2000,7,North-Central,Benue,370.02,NOAA-Mauna-Loa,
2000,8,North-Central,Benue,368.27,NOAA-Mauna-Loa,
2000,9,North-Central,Benue,367.15,NOAA-Mauna-Loa,
2000,10,North-Central,Benue,367.18,NOAA-Mauna-Loa,
2000,11,North-Central,Benue,368.53,NOAA-Mauna-Loa,
2000,12,North-Central,Benue,369.83,NOAA-Mauna-Loa,
2001,1,North-Central,Benue,370.76,NOAA-Mauna-Loa,
2001,2,North-Central,Benue,371.69,NOAA-Mauna-Loa,
2001,3,North-Central,Benue,372.63,NOAA-Mauna-Loa,
2001,4,North-Central,Benue,373.55,NOAA-Mauna-Loa,
2001,5,North-Central,Benue,374.03,NOAA-Mauna-Loa,
2001,6,North-Central,Benue,373.4,NOAA-Mauna-Loa,
2001,7,North-Central,Benue,371.68,NOAA-Mauna-Loa,
2001,8,North-Central,Benue,369.78,NOAA-Mauna-Loa,
2001,9,North-Central,Benue,368.34,NOAA-Mauna-Loa,
2001,10,North-Central,Benue,368.61,NOAA-Mauna-Loa,
2001,11,North-Central,Benue,369.94,NOAA-Mauna-Loa,
2001,12,North-Central,Benue,371.42,NOAA-Mauna-Loa,
2014,1,North-Central,Benue,371.42,interpolated,
2014,2,North-Central,Benue,371.42,interpolated,
2014,3,North-Central,Benue,371.42,interpolated,
2014,4,North-Central,Benue,371.42,interpolated,
2014,5,North-Central,Benue,371.42,interpolated,
2014,6,North-Central,Benue,371.42,interpolated,
2014,7,North-Central,Benue,371.42,interpolated,
2014,8,North-Central,Benue,371.42,interpolated,
2014,9,North-Central,Benue,371.42,interpolated,
2014,10,North-Central,Benue,371.42,interpolated,
2014,11,North-Central,Benue,371.42,interpolated,
2014,12,North-Central,Benue,371.42,interpolated,
2015,1,North-Central,Benue,371.42,interpolated,
2015,2,North-Central,Benue,371.42,interpolated,
2015,3,North-Central,Benue,371.42,interpolated,
2015,4,North-Central,Benue,371.42,interpolated,
2015,5,North-Central,Benue,371.42,interpolated,
2015,6,North-Central,Benue,371.42,interpolated,
2015,7,North-Central,Benue,371.42,interpolated,
2015,8,North-Central,Benue,371.42,interpolated,
2015,9,North-Central,Benue,371.42,interpolated,
2015,10,North-Central,Benue,371.42,interpolated,
2015,11,North-Central,Benue,371.42,interpolated,
2015,12,North-Central,Benue,371.42,interpolated,
2016,1,North-Central,Benue,371.42,interpolated,
2016,2,North-Central,Benue,371.42,interpolated,
2016,3,North-Central,Benue,371.42,interpolated,
2016,4,North-Central,Benue,371.42,interpolated,
2016,5,North-Central,Benue,371.42,interpolated,
2016,6,North-Central,Benue,371.42,interpolated,
2016,7,North-Central,Benue,371.42,interpolated,
2016,8,North-Central,Benue,371.42,interpolated,
2016,9,North-Central,Benue,371.42,interpolated,
2016,10,North-Central,Benue,371.42,interpolated,
2016,11,North-Central,Benue,371.42,interpolated,
2016,12,North-Central,Benue,371.42,interpolated,
2017,1,North-Central,Benue,371.42,interpolated,
2017,2,North-Central,Benue,371.42,interpolated,
2017,3,North-Central,Benue,371.42,interpolated,
2017,4,North-Central,Benue,371.42,interpolated,
2017,5,North-Central,Benue,371.42,interpolated,
2017,6,North-Central,Benue,371.42,interpolated,
2017,7,North-Central,Benue,371.42,interpolated,
2017,8,North-Central,Benue,371.42,interpolated,
2017,9,North-Central,Benue,371.42,interpolated,
2017,10,North-Central,Benue,371.42,interpolated,
2017,11,North-Central,Benue,371.42,interpolated,
2017,12,North-Central,Benue,371.42,interpolated,
2018,1,North-Central,Benue,371.42,interpolated,
2018,2,North-Central,Benue,371.42,interpolated,
2018,3,North-Central,Benue,371.42,interpolated,
2018,4,North-Central,Benue,371.42,interpolated,
2018,5,North-Central,Benue,371.42,interpolated,
2018,6,North-Central,Benue,371.42,interpolated,
2018,7,North-Central,Benue,371.42,interpolated,
