Region,Crop,Year,Month,Temperature_C,Rainfall_mm,Humidity_percent,CO2_ppm,Avg_pH,Avg_Nitrogen_ppm,Avg_Phosphorus_ppm,Avg_Organic_Matter_Percent,Yield_kg_per_ha,GDD,Cumulative_Rainfall,Days_Into_Season,pH_Temperature_Interaction,Nitrogen_Rainfall_Interaction,Is_Rainy_Season,Is_Peak_Growing,Heat_Stress,Cold_Stress,Rainfall_Anomaly,Drought_Risk,Flood_Risk,Yield_Lag_1,Yield_Lag_2,Yield_Lag_3,Yield_MA_3yr,Temp_MA_3yr,Rain_MA_3yr,Yield_YoY_Change,Temp_YoY_Change,Rain_YoY_Change,Yield_Volatility_3yr
North Central,Cassava,2001,1,26.55202380952381,457.20625,69.41785714285714,371.31916666666666,6.233333333333333,90.7,1.6333333333333335,0.14666666666666664,0.0,0.0,457.20625,0,165.50761507936508,41468.606875000005,0,0,0,0,-0.6226312690433107,0,0,12.725015312794877,0.0,0.0,12.850685681432209,25.317619047619047,9748.75,0.25134073727466344,-0.5311904761904671,-4866.900000000001,0.17772473971534097
North Central,Cassava,2001,2,27.650100020877126,345.64018182065394,69.41785714285714,371.31916666666666,6.233333333333333,90.7,1.6333333333333335,0.14666666666666664,0.0,0.0,802.846431820654,0,172.3522901301341,31349.564491133315,0,0,0,0,-0.6226312690306692,0,0,12.725015312794877,0.0,0.0,12.850685681432209,25.317619047619047,9748.75,0.25134073727466344,-0.5311904761904671,-4866.900000000001,0.17772473971534097
North Central,Cassava,2001,3,28.05202380952381,304.8041666666667,69.41785714285714,371.31916666666666,6.233333333333333,90.7,1.6333333333333335,0.14666666666666664,0.0,0.0,1107.6505984873206,0,174.85761507936508,27645.73791666667,0,0,0,0,-0.6226312690237278,0,0,12.725015312794877,0.0,0.0,12.850685681432209,25.317619047619047,9748.75,0.25134073727466344,-0.5311904761904671,-4866.900000000001,0.17772473971534097
North Central,Cassava,2001,4,27.650100020877126,345.64018182065405,69.41785714285714,371.31916666666666,6.233333333333333,90.7,1.6333333333333335,0.14666666666666664,2.1627260083449236,17.650100020877126,1453.2907803079747,0,172.3522901301341,31349.564491133322,1,0,0,0,-0.6226312690306686,0,0,12.725015312794877,0.0,0.0,12.850685681432209,25.317619047619047,9748.75,0.25134073727466344,-0.5311904761904671,-4866.900000000001,0.17772473971534097
North Central,Cassava,2001,5,26.55202380952381,457.20625,69.41785714285714,371.31916666666666,6.233333333333333,90.7,1.6333333333333335,0.14666666666666664,2.1627260083449236,16.55202380952381,1910.4970303079747,30,165.50761507936508,41468.606875000005,1,1,0,0,-0.6226312690433107,0,0,12.725015312794877,0.0,0.0,12.850685681432209,25.317619047619047,9748.75,0.25134073727466344,-0.5311904761904671,-4866.900000000001,0.17772473971534097
North Central,Cassava,2001,6,25.05202380952381,609.6083333333333,69.41785714285714,371.31916666666666,6.233333333333333,90.7,1.6333333333333335,0.14666666666666664,2.1627260083449236,15.05202380952381,2520.105363641308,60,156.1576150793651,55291.47583333334,1,1,0,0,-0.6226312690531013,0,0,12.725015312794877,0.0,0.0,12.850685681432209,25.317619047619047,9748.75,0.25134073727466344,-0.5311904761904671,-4866.900000000001,0.17772473971534097
North Central,Cassava,2001,7,23.55202380952381,762.0104166666667,69.41785714285714,371.31916666666666,6.233333333333333,90.7,1.6333333333333335,0.14666666666666664,2.1627260083449236,13.55202380952381,3282.115780307975,90,146.8076150793651,69114.34479166668,1,1,0,0,-0.6226312690589759,0,0,12.725015312794877,0.0,0.0,12.850685681432209,25.317619047619047,9748.75,0.25134073727466344,-0.5311904761904671,-4866.900000000001,0.17772473971534097
North Central,Cassava,2001,8,22.453947598170494,873.5764848460126,69.41785714285714,371.31916666666666,6.233333333333333,90.7,1.6333333333333335,0.14666666666666664,2.1627260083449236,12.453947598170494,4155.692265153987,120,139.96294002859608,79233.38717553334,1,0,0,0,-0.6226312690619772,0,0,12.725015312794877,0.0,0.0,12.850685681432209,25.317619047619047,9748.75,0.25134073727466344,-0.5311904761904671,-4866.900000000001,0.17772473971534097
North Central,Cassava,2001,9,22.05202380952381,914.4125,69.41785714285714,371.31916666666666,6.233333333333333,90.7,1.6333333333333335,0.14666666666666664,2.1627260083449236,12.05202380952381,5070.1047651539875,150,137.45761507936507,82937.21375000001,1,0,0,0,-0.6226312690628931,0,0,12.725015312794877,0.0,0.0,12.850685681432209,25.317619047619047,9748.75,0.25134073727466344,-0.5311904761904671,-4866.900000000001,0.17772473971534097
North Central,Cassava,2001,10,22.453947598170494,873.5764848460127,69.41785714285714,371.31916666666666,6.233333333333333,90.7,1.6333333333333335,0.14666666666666664,0.0,0.0,5943.68125,180,139.96294002859608,79233.38717553335,0,0,0,0,-0.6226312690619767,0,0,12.725015312794877,0.0,0.0,12.850685681432209,25.317619047619047,9748.75,0.25134073727466344,-0.5311904761904671,-4866.900000000001,0.17772473971534097
North Central,Cassava,2001,11,23.55202380952381,762.0104166666667,69.41785714285714,371.31916666666666,6.233333333333333,90.7,1.6333333333333335,0.14666666666666664,0.0,0.0,6705.691666666667,210,146.8076150793651,69114.34479166668,0,0,0,0,-0.6226312690589759,0,0,12.725015312794877,0.0,0.0,12.850685681432209,25.317619047619047,9748.75,0.25134073727466344,-0.5311904761904671,-4866.900000000001,0.17772473971534097
North Central,Cassava,2001,12,25.05202380952381,609.6083333333333,69.41785714285714,371.31916666666666,6.233333333333333,90.7,1.6333333333333335,0.14666666666666664,0.0,0.0,7315.3,240,156.1576150793651,55291.47583333334,0,0,0,0,-0.6226312690531013,0,0,12.725015312794877,0.0,0.0,12.850685681432209,25.317619047619047,9748.75,0.25134073727466344,-0.5311904761904671,-4866.900000000001,0.17772473971534097
North Central,Cassava,2002,1,27.068809523809527,535.6625,68.55,373.45250000000004,6.233333333333333,90.7,1.6333333333333335,0.14666666666666664,0.0,0.0,535.6625,0,168.72891269841273,48584.58875,0,0,0,0,-0.1291259607370328,0,0,12.97635605006954,12.725015312794877,0.0,13.055474077562096,25.401349206349206,9356.033333333335,0.48869481975232887,0.5167857142857102,1255.3000000000002,0.3763082554526239
North Central,Cassava,2002,2,28.166885735162843,404.9517780968787,68.55,373.45250000000004,6.233333333333333,90.7,1.6333333333333335,0.14666666666666664,0.0,0.0,940.6142780968787,0,175.5735877491817,36729.1262733869,0,0,0,0,-0.12912596073441135,0,0,12.97635605006954,12.725015312794877,0.0,13.055474077562096,25.401349206349206,9356.033333333335,0.48869481975232887,0.5167857142857102,1255.3000000000002,0.3763082554526239
North Central,Cassava,2002,3,28.568809523809527,357.10833333333335,68.55,373.45250000000004,6.233333333333333,90.7,1.6333333333333335,0.14666666666666664,0.0,0.0,1297.722611430212,0,178.07891269841272,32389.725833333338,0,0,0,0,-0.12912596073297114,0,0,12.97635605006954,12.725015312794877,0.0,13.055474077562096,25.401349206349206,9356.033333333335,0.48869481975232887,0.5167857142857102,1255.3000000000002,0.3763082554526239
North Central,Cassava,2002,4,28.166885735162843,404.9517780968788,68.55,373.45250000000004,6.233333333333333,90.7,1.6333333333333335,0.14666666666666664,2.2441751449703116,18.166885735162843,1702.6743895270909,0,175.5735877491817,36729.12627338691,1,0,0,0,-0.12912596073441085,0,0,12.97635605006954,12.725015312794877,0.0,13.055474077562096,25.401349206349206,9356.033333333335,0.48869481975232887,0.5167857142857102,1255.3000000000002,0.3763082554526239
North Central,Cassava,2002,5,27.068809523809527,535.6625,68.55,373.45250000000004,6.233333333333333,90.7,1.6333333333333335,0.14666666666666664,2.2441751449703116,17.068809523809527,2238.336889527091,30,168.72891269841273,48584.58875,1,1,0,0,-0.1291259607370328,0,0,12.97635605006954,12.725015312794877,0.0,13.055474077562096,25.401349206349206,9356.033333333335,0.48869481975232887,0.5167857142857102,1255.3000000000002,0.3763082554526239
North Central,Cassava,2002,6,25.568809523809527,714.2166666666667,68.55,373.45250000000004,6.233333333333333,90.7,1.6333333333333335,0.14666666666666664,2.2441751449703116,15.568809523809527,2952.5535561937577,60,159.37891269841273,64779.451666666675,1,1,0,0,-0.12912596073906285,0,0,12.97635605006954,12.725015312794877,0.0,13.055474077562096,25.401349206349206,9356.033333333335,0.48869481975232887,0.5167857142857102,1255.3000000000002,0.3763082554526239
North Central,Cassava,2002,7,24.068809523809527,892.7708333333334,68.55,373.45250000000004,6.233333333333333,90.7,1.6333333333333335,0.14666666666666664,2.2441751449703116,14.068809523809527,3845.3243895270907,90,150.0289126984127,80974.31458333334,1,1,0,0,-0.1291259607402813,0,0,12.97635605006954,12.725015312794877,0.0,13.055474077562096,25.401349206349206,9356.033333333335,0.48869481975232887,0.5167857142857102,1255.3000000000002,0.3763082554526239
North Central,Cassava,2002,8,22.97073331245621,1023.4815552364545,68.55,373.45250000000004,6.233333333333333,90.7,1.6333333333333335,0.14666666666666664,2.2441751449703116,12.970733312456211,4868.805944763545,120,143.18423764764373,92829.77705994643,1,0,0,0,-0.12912596074090382,0,0,12.97635605006954,12.725015312794877,0.0,13.055474077562096,25.401349206349206,9356.033333333335,0.48869481975232887,0.5167857142857102,1255.3000000000002,0.3763082554526239
North Central,Cassava,2002,9,22.568809523809527,1071.325,68.55,373.45250000000004,6.233333333333333,90.7,1.6333333333333335,0.14666666666666664,2.2441751449703116,12.568809523809527,5940.130944763545,150,140.67891269841272,97169.1775,1,0,0,0,-0.12912596074109398,0,0,12.97635605006954,12.725015312794877,0.0,13.055474077562096,25.401349206349206,9356.033333333335,0.48869481975232887,0.5167857142857102,1255.3000000000002,0.3763082554526239
North Central,Cassava,2002,10,22.97073331245621,1023.4815552364547,68.55,373.45250000000004,6.233333333333333,90.7,1.6333333333333335,0.14666666666666664,0.0,0.0,6963.6125,180,143.18423764764373,92829.77705994644,0,0,0,0,-0.12912596074090307,0,0,12.97635605006954,12.725015312794877,0.0,13.055474077562096,25.401349206349206,9356.033333333335,0.48869481975232887,0.5167857142857102,1255.3000000000002,0.3763082554526239
North Central,Cassava,2002,11,24.068809523809527,892.7708333333334,68.55,373.45250000000004,6.233333333333333,90.7,1.6333333333333335,0.14666666666666664,0.0,0.0,7856.383333333333,210,150.0289126984127,80974.31458333334,0,0,0,0,-0.1291259607402813,0,0,12.97635605006954,12.725015312794877,0.0,13.055474077562096,25.401349206349206,9356.033333333335,0.48869481975232887,0.5167857142857102,1255.3000000000002,0.3763082554526239
North Central,Cassava,2002,12,25.568809523809527,714.2166666666667,68.55,373.45250000000004,6.233333333333333,90.7,1.6333333333333335,0.14666666666666664,0.0,0.0,8570.6,240,159.37891269841273,64779.451666666675,0,0,0,0,-0.12912596073906285,0,0,12.97635605006954,12.725015312794877,0.0,13.055474077562096,25.401349206349206,9356.033333333335,0.48869481975232887,0.5167857142857102,1255.3000000000002,0.3763082554526239
North Central,Cassava,2003,1,27.240714285714283,482.1625,69.80833333333332,375.98333333333335,6.233333333333333,90.7,1.6333333333333335,0.14666666666666664,0.0,0.0,482.1625,0,169.80045238095238,43732.138750000006,0,0,0,0,-0.4656515274622569,0,0,13.46505086982187,12.97635605006954,12.725015312794877,13.328832332268407,25.453849206349208,7866.833333333333,0.0800392070919429,0.1719047619047558,-856.0,0.30786558073699677
North Central,Cassava,2003,2,28.3387904970676,364.50668416519034,69.80833333333332,375.98333333333335,6.233333333333333,90.7,1.6333333333333335,0.14666666666666664,0.0,0.0,846.6691841651904,0,176.64512743172136,33060.75625378276,0,0,0,0,-0.46565152745280275,0,0,13.46505086982187,12.97635605006954,12.725015312794877,13.328832332268407,25.453849206349208,7866.833333333333,0.0800392070919429,0.1719047619047558,-856.0,0.30786558073699677
North Central,Cassava,2003,3,28.740714285714283,321.44166666666666,69.80833333333332,375.98333333333335,6.233333333333333,90.7,1.6333333333333335,0.14666666666666664,0.0,0.0,1168.110850831857,0,179.15045238095237,29154.759166666667,0,0,0,0,-0.46565152744761135,0,0,13.46505086982187,12.97635605006954,12.725015312794877,13.328832332268407,25.453849206349208,7866.833333333333,0.0800392070919429,0.1719047619047558,-856.0,0.30786558073699677
North Central,Cassava,2003,4,28.3387904970676,364.5066841651904,69.80833333333332,375.98333333333335,6.233333333333333,90.7,1.6333333333333335,0.14666666666666664,2.2575150128189687,18.3387904970676,1532.6175349970474,0,176.64512743172136,33060.75625378277,1,0,0,0,-0.46565152745280264,0,0,13.46505086982187,12.97635605006954,12.725015312794877,13.328832332268407,25.453849206349208,7866.833333333333,0.0800392070919429,0.1719047619047558,-856.0,0.30786558073699677
North Central,Cassava,2003,5,27.240714285714283,482.1625,69.80833333333332,375.98333333333335,6.233333333333333,90.7,1.6333333333333335,0.14666666666666664,2.2575150128189687,17.240714285714283,2014.7800349970476,30,169.80045238095238,43732.138750000006,1,1,0,0,-0.4656515274622569,0,0,13.46505086982187,12.97635605006954,12.725015312794877,13.328832332268407,25.453849206349208,7866.833333333333,0.0800392070919429,0.1719047619047558,-856.0,0.30786558073699677
North Central,Cassava,2003,6,25.740714285714283,642.8833333333333,69.80833333333332,375.98333333333335,6.233333333333333,90.7,1.6333333333333335,0.14666666666666664,2.2575150128189687,15.740714285714283,2657.6633683303808,60,160.45045238095236,58309.51833333333,1,1,0,0,-0.4656515274695791,0,0,13.46505086982187,12.97635605006954,12.725015312794877,13.328832332268407,25.453849206349208,7866.833333333333,0.0800392070919429,0.1719047619047558,-856.0,0.30786558073699677
North Central,Cassava,2003,7,24.240714285714283,803.6041666666666,69.80833333333332,375.98333333333335,6.233333333333333,90.7,1.6333333333333335,0.14666666666666664,2.2575150128189687,14.240714285714283,3461.2675349970473,90,151.10045238095236,72886.89791666667,1,1,0,0,-0.46565152747397287,0,0,13.46505086982187,12.97635605006954,12.725015312794877,13.328832332268407,25.453849206349208,7866.833333333333,0.0800392070919429,0.1719047619047558,-856.0,0.30786558073699677
North Central,Cassava,2003,8,23.142638074360967,921.2599825014762,69.80833333333332,375.98333333333335,6.233333333333333,90.7,1.6333333333333335,0.14666666666666664,2.2575150128189687,13.142638074360967,4382.527517498524,120,144.25577733018335,83558.28041288389,1,0,0,0,-0.465651527476217,0,0,13.46505086982187,12.97635605006954,12.725015312794877,13.328832332268407,25.453849206349208,7866.833333333333,0.0800392070919429,0.1719047619047558,-856.0,0.30786558073699677
North Central,Cassava,2003,9,22.740714285714283,964.325,69.80833333333332,375.98333333333335,6.233333333333333,90.7,1.6333333333333335,0.14666666666666664,2.2575150128189687,12.740714285714283,5346.852517498523,150,141.75045238095237,87464.27750000001,1,0,0,0,-0.46565152747690214,0,0,13.46505086982187,12.97635605006954,12.725015312794877,13.328832332268407,25.453849206349208,7866.833333333333,0.0800392070919429,0.1719047619047558,-856.0,0.30786558073699677
North Central,Cassava,2003,10,23.142638074360967,921.2599825014763,69.80833333333332,375.98333333333335,6.233333333333333,90.7,1.6333333333333335,0.14666666666666664,0.0,0.0,6268.1125,180,144.25577733018335,83558.2804128839,0,0,0,0,-0.4656515274762167,0,0,13.46505086982187,12.97635605006954,12.725015312794877,13.328832332268407,25.453849206349208,7866.833333333333,0.0800392070919429,0.1719047619047558,-856.0,0.30786558073699677
North Central,Cassava,2003,11,24.240714285714283,803.6041666666666,69.80833333333332,375.98333333333335,6.233333333333333,90.7,1.6333333333333335,0.14666666666666664,0.0,0.0,7071.716666666666,210,151.10045238095236,72886.89791666667,0,0,0,0,-0.46565152747397287,0,0,13.46505086982187,12.97635605006954,12.725015312794877,13.328832332268407,25.453849206349208,7866.833333333333,0.0800392070919429,0.1719047619047558,-856.0,0.30786558073699677
North Central,Cassava,2003,12,25.740714285714283,642.8833333333333,69.80833333333332,375.98333333333335,6.233333333333333,90.7,1.6333333333333335,0.14666666666666664,0.0,0.0,7714.6,240,160.45045238095236,58309.51833333333,0,0,0,0,-0.4656515274695791,0,0,13.46505086982187,12.97635605006954,12.725015312794877,13.328832332268407,25.453849206349208,7866.833333333333,0.0800392070919429,0.1719047619047558,-856.0,0.30786558073699677
North Central,Cassava,2004,1,27.582857142857144,397.5,67.36309523809524,377.6983333333333,6.233333333333333,90.7,1.6333333333333335,0.14666666666666664,0.0,0.0,397.5,0,171.93314285714285,36053.25,0,0,0,0,-0.998195374058038,1,0,13.545090076913812,13.46505086982187,12.97635605006954,13.55565937953545,25.797460317460317,7548.4000000000015,0.11174711495685585,0.34214285714286774,-1354.6000000000004,0.09632902444062444
North Central,Cassava,2004,2,28.68093335421046,300.5032679971237,67.36309523809524,377.6983333333333,6.233333333333333,90.7,1.6333333333333335,0.14666666666666664,0.0,0.0,698.0032679971237,0,178.77781790791187,27255.64640733912,0,0,0,0,-0.9981953740377711,1,0,13.545090076913812,13.46505086982187,12.97635605006954,13.55565937953545,25.797460317460317,7548.4000000000015,0.11174711495685585,0.34214285714286774,-1354.6000000000004,0.09632902444062444
North Central,Cassava,2004,3,29.082857142857144,265.0,67.36309523809524,377.6983333333333,6.233333333333333,90.7,1.6333333333333335,0.14666666666666664,0.0,0.0,963.0032679971237,0,181.28314285714288,24035.5,0,0,0,0,-0.9981953740266433,1,0,13.545090076913812,13.46505086982187,12.97635605006954,13.55565937953545,25.797460317460317,7548.4000000000015,0.11174711495685585,0.34214285714286774,-1354.6000000000004,0.09632902444062444
North Central,Cassava,2004,4,28.68093335421046,300.50326799712377,67.36309523809524,377.6983333333333,6.233333333333333,90.7,1.6333333333333335,0.14666666666666664,2.2761395319784445,18.68093335421046,1263.5065359942475,0,178.77781790791187,27255.646407339125,1,0,0,0,-0.9981953740377709,1,0,13.545090076913812,13.46505086982187,12.97635605006954,13.55565937953545,25.797460317460317,7548.4000000000015,0.11174711495685585,0.34214285714286774,-1354.6000000000004,0.09632902444062444
North Central,Cassava,2004,5,27.582857142857144,397.5,67.36309523809524,377.6983333333333,6.233333333333333,90.7,1.6333333333333335,0.14666666666666664,2.2761395319784445,17.582857142857144,1661.0065359942475,30,171.93314285714285,36053.25,1,1,0,0,-0.998195374058038,1,0,13.545090076913812,13.46505086982187,12.97635605006954,13.55565937953545,25.797460317460317,7548.4000000000015,0.11174711495685585,0.34214285714286774,-1354.6000000000004,0.09632902444062444
North Central,Cassava,2004,6,26.082857142857144,530.0,67.36309523809524,377.6983333333333,6.233333333333333,90.7,1.6333333333333335,0.14666666666666664,2.2761395319784445,16.082857142857144,2191.0065359942473,60,162.58314285714286,48071.0,1,1,0,0,-0.9981953740737345,1,0,13.545090076913812,13.46505086982187,12.97635605006954,13.55565937953545,25.797460317460317,7548.4000000000015,0.11174711495685585,0.34214285714286774,-1354.6000000000004,0.09632902444062444
North Central,Cassava,2004,7,24.582857142857144,662.5,67.36309523809524,377.6983333333333,6.233333333333333,90.7,1.6333333333333335,0.14666666666666664,2.2761395319784445,14.582857142857144,2853.5065359942473,90,153.23314285714287,60088.75,1,1,0,0,-0.998195374083153,1,0,13.545090076913812,13.46505086982187,12.97635605006954,13.55565937953545,25.797460317460317,7548.4000000000015,0.11174711495685585,0.34214285714286774,-1354.6000000000004,0.09632902444062444
North Central,Cassava,2004,8,23.484780931503828,759.4967320028761,67.36309523809524,377.6983333333333,6.233333333333333,90.7,1.6333333333333335,0.14666666666666664,2.2761395319784445,13.484780931503828,3613.0032679971237,120,146.38846780637385,68886.35359266086,1,0,0,0,-0.9981953740879642,1,0,13.545090076913812,13.46505086982187,12.97635605006954,13.55565937953545,25.797460317460317,7548.4000000000015,0.11174711495685585,0.34214285714286774,-1354.6000000000004,0.09632902444062444
North Central,Cassava,2004,9,23.082857142857144,795.0,67.36309523809524,377.6983333333333,6.233333333333333,90.7,1.6333333333333335,0.14666666666666664,2.2761395319784445,13.082857142857144,4408.003267997124,150,143.88314285714287,72106.5,1,0,0,0,-0.9981953740894323,1,0,13.545090076913812,13.46505086982187,12.97635605006954,13.55565937953545,25.797460317460317,7548.4000000000015,0.11174711495685585,0.34214285714286774,-1354.6000000000004,0.09632902444062444
North Central,Cassava,2004,10,23.484780931503828,759.4967320028763,67.36309523809524,377.6983333333333,6.233333333333333,90.7,1.6333333333333335,0.14666666666666664,0.0,0.0,5167.5,180,146.38846780637385,68886.35359266089,0,0,0,0,-0.9981953740879634,1,0,13.545090076913812,13.46505086982187,12.97635605006954,13.55565937953545,25.797460317460317,7548.4000000000015,0.11174711495685585,0.34214285714286774,-1354.6000000000004,0.09632902444062444
North Central,Cassava,2004,11,24.582857142857144,662.5,67.36309523809524,377.6983333333333,6.233333333333333,90.7,1.6333333333333335,0.14666666666666664,0.0,0.0,5830.0,210,153.23314285714287,60088.75,0,0,0,0,-0.998195374083153,1,0,13.545090076913812,13.46505086982187,12.97635605006954,13.55565937953545,25.797460317460317,7548.4000000000015,0.11174711495685585,0.34214285714286774,-1354.6000000000004,0.09632902444062444
North Central,Cassava,2004,12,26.082857142857144,530.0,67.36309523809524,377.6983333333333,6.233333333333333,90.7,1.6333333333333335,0.14666666666666664,0.0,0.0,6360.0,240,162.58314285714286,48071.0,0,0,0,0,-0.9981953740737345,1,0,13.545090076913812,13.46505086982187,12.97635605006954,13.55565937953545,25.797460317460317,7548.4000000000015,0.11174711495685585,0.34214285714286774,-1354.6000000000004,0.09632902444062444
North Central,Cassava,2005,1,28.169523809523806,358.80625000000003,65.96071428571429,379.98333333333335,6.233333333333333,90.7,1.6333333333333335,0.14666666666666664,0.0,0.0,358.80625000000003,0,175.5900317460317,32543.726875000004,0,0,0,0,-1.2415867039173676,1,0,13.656837191870668,13.545090076913812,13.46505086982187,13.422224303634907,26.16436507936508,6605.166666666667,-0.5920915497504247,0.5866666666666589,-619.0999999999995,0.31458718903355276
North Central,Cassava,2005,2,29.267600020877122,271.25144830891315,65.96071428571429,379.98333333333335,6.233333333333333,90.7,1.6333333333333335,0.14666666666666664,0.0,0.0,630.0576983089131,0,182.43470679680073,24602.506361618423,0,0,0,0,-1.2415867038921589,1,0,13.656837191870668,13.545090076913812,13.46505086982187,13.422224303634907,26.16436507936508,6605.166666666667,-0.5920915497504247,0.5866666666666589,-619.0999999999995,0.31458718903355276
North Central,Cassava,2005,3,29.669523809523806,239.20416666666668,65.96071428571429,379.98333333333335,6.233333333333333,90.7,1.6333333333333335,0.14666666666666664,0.0,0.0,869.2618649755799,0,184.94003174603174,21695.817916666667,0,0,0,0,-1.241586703878318,1,0,13.656837191870668,13.545090076913812,13.46505086982187,13.422224303634907,26.16436507936508,6605.166666666667,-0.5920915497504247,0.5866666666666589,-619.0999999999995,0.31458718903355276
North Central,Cassava,2005,4,29.267600020877122,271.2514483089132,65.96071428571429,379.98333333333335,6.233333333333333,90.7,1.6333333333333335,0.14666666666666664,2.1774576070200404,19.267600020877122,1140.513313284493,0,182.43470679680073,24602.50636161843,1,0,0,0,-1.2415867038921586,1,0,13.656837191870668,13.545090076913812,13.46505086982187,13.422224303634907,26.16436507936508,6605.166666666667,-0.5920915497504247,0.5866666666666589,-619.0999999999995,0.31458718903355276
