Region,Crop,Year,Yield_kg_per_ha,seq_months,temp_m1,rain_m1,hum_m1,temp_m2,rain_m2,hum_m2,temp_m3,rain_m3,hum_m3,temp_m4,rain_m4,hum_m4,temp_m5,rain_m5,hum_m5,temp_m6,rain_m6,hum_m6,temp_m7,rain_m7,hum_m7,temp_m8,rain_m8,hum_m8,temp_m9,rain_m9,hum_m9,temp_m10,rain_m10,hum_m10,temp_m11,rain_m11,hum_m11,temp_m12,rain_m12,hum_m12
North Central,Cassava,2010,13450.235046411939,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",25.762619047619047,25.0,48.74285714285714,25.762619047619047,60.1,55.05714285714286,25.762619047619047,97.0,53.32857142857143,25.762619047619047,465.4,69.27142857142857,25.762619047619047,1130.3,81.5142857142857,25.762619047619047,1029.6,83.32857142857142,25.762619047619047,1733.6,87.15714285714286,25.762619047619047,1719.8,88.21428571428571,25.762619047619047,1663.3,87.15714285714286,25.762619047619047,967.3000000000001,86.21428571428571,25.762619047619047,201.3,74.37142857142858,25.762619047619047,46.4,54.971428571428575
North Central,Cassava,2011,12630.751052738557,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",25.294761904761906,2.6999999999999997,48.271428571428565,25.294761904761906,105.0,64.07142857142857,25.294761904761906,65.0,60.72857142857142,25.294761904761906,251.9,66.87142857142858,25.294761904761906,980.5,81.01428571428572,25.294761904761906,974.8,83.97142857142856,25.294761904761906,1171.8,84.05714285714285,25.294761904761906,1600.1,86.37142857142858,25.294761904761906,1351.0,85.87142857142858,25.294761904761906,893.8,82.60000000000001,25.294761904761906,32.8,60.81428571428571,25.294761904761906,1.3,46.51428571428572
North Central,Cassava,2012,12829.903657671935,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",25.379166666666666,3.0,48.05714285714286,25.379166666666666,80.0,55.699999999999996,25.379166666666666,32.2,48.214285714285715,25.379166666666666,514.5,71.91428571428571,25.379166666666666,1174.4,79.95714285714287,25.379166666666666,1194.7,84.01428571428572,25.379166666666666,1684.0,86.87142857142858,25.379166666666666,1871.6,87.81428571428572,25.379166666666666,1884.5,87.57142857142857,25.379166666666666,1272.5,85.12857142857142,25.379166666666666,142.6,72.97142857142858,25.379166666666666,18.099999999999998,59.214285714285715
North Central,Cassava,2013,8409.489828329664,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",25.85988095238095,96.60000000000001,58.1,25.85988095238095,104.6,58.971428571428575,25.85988095238095,198.8,70.31428571428572,25.85988095238095,374.4,71.27142857142857,25.85988095238095,610.0,78.92857142857143,25.85988095238095,867.4,82.24285714285715,25.85988095238095,1033.4,83.84285714285714,25.85988095238095,853.0999999999999,85.11428571428571,25.85988095238095,724.6,83.64285714285714,25.85988095238095,534.4,76.5,25.85988095238095,85.7,62.871428571428574,25.85988095238095,51.5,48.42857142857143
North Central,Cassava,2014,7297.009712976101,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",26.380714285714287,29.700000000000003,42.92857142857143,26.380714285714287,33.5,39.471428571428575,26.380714285714287,206.4,58.699999999999996,26.380714285714287,731.5,71.0142857142857,26.380714285714287,791.1,77.60000000000001,26.380714285714287,724.8,79.7,26.380714285714287,805.5,81.84285714285714,26.380714285714287,1618.6,86.11428571428571,26.380714285714287,1235.3,84.8,26.380714285714287,678.7,80.8,26.380714285714287,96.5,65.02857142857144,26.380714285714287,0.3,42.9
North Central,Cassava,2015,7400.191387559808,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",26.36619047619048,0.7000000000000001,35.471428571428575,26.36619047619048,62.6,49.142857142857146,26.36619047619048,318.3,53.6,26.36619047619048,119.4,51.971428571428575,26.36619047619048,390.9,66.8,26.36619047619048,584.9,76.35714285714286,26.36619047619048,1422.6,83.61428571428571,26.36619047619048,1144.8,85.89999999999999,26.36619047619048,1496.9,86.3,26.36619047619048,656.1999999999999,82.44285714285715,26.36619047619048,60.0,59.08571428571429,26.36619047619048,0.1,38.18571428571429
North Central,Cassava,2016,5686.514127939748,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",26.225595238095234,3.8,28.971428571428568,26.225595238095234,2.9,30.3,26.225595238095234,339.7,59.285714285714285,26.225595238095234,615.5999999999999,69.14285714285714,26.225595238095234,1179.1,77.61428571428571,26.225595238095234,1009.3000000000001,82.48571428571428,26.225595238095234,1661.3,86.48571428571428,26.225595238095234,1452.5,87.11428571428571,26.225595238095234,1824.8,86.7,26.225595238095234,887.9,81.44285714285715,26.225595238095234,15.2,66.62857142857142,26.225595238095234,3.1,53.55714285714286
North Central,Cassava,2017,5552.142310345089,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",26.094047619047622,3.5,49.728571428571435,26.094047619047622,2.5999999999999996,34.94285714285714,26.094047619047622,68.5,51.128571428571426,26.094047619047622,541.9,65.04285714285714,26.094047619047622,1538.5,81.15714285714286,26.094047619047622,1415.6,83.75714285714285,26.094047619047622,1336.7,86.0,26.094047619047622,1592.3,87.45714285714287,26.094047619047622,1234.3,86.27142857142857,26.094047619047622,541.5,77.57142857142857,26.094047619047622,13.299999999999999,62.971428571428575,26.094047619047622,48.39999999999999,53.4
North Central,Cassava,2018,5486.730191661381,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",25.909761904761904,0.2,36.628571428571426,25.909761904761904,195.3,53.72857142857142,25.909761904761904,60.8,59.114285714285714,25.909761904761904,167.0,64.74285714285715,25.909761904761904,927.6999999999999,77.81428571428572,25.909761904761904,1634.9,83.77142857142857,25.909761904761904,1458.8000000000002,85.88571428571429,25.909761904761904,1479.7,87.12857142857142,25.909761904761904,1352.4,86.35714285714286,25.909761904761904,665.4,83.44285714285715,25.909761904761904,101.7,64.55714285714285,25.909761904761904,0.0,47.528571428571425
North Central,Cassava,2019,5419.345755752617,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",26.218452380952378,30.6,43.92857142857143,26.218452380952378,32.300000000000004,44.457142857142856,26.218452380952378,87.2,55.48571428571429,26.218452380952378,106.80000000000001,59.27142857142858,26.218452380952378,811.8000000000001,75.27142857142857,26.218452380952378,765.6,79.58571428571429,26.218452380952378,1150.2,82.89999999999999,26.218452380952378,1900.1,87.12857142857142,26.218452380952378,1758.0,86.58571428571429,26.218452380952378,1818.5,86.71428571428571,26.218452380952378,313.0,72.68571428571428,26.218452380952378,22.4,53.01428571428572
North Central,Cassava,2020,5357.258339314585,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",25.537261904761905,0.2,44.057142857142864,25.537261904761905,0.5,38.271428571428565,25.537261904761905,517.7,58.67142857142857,25.537261904761905,2426.5,76.10000000000001,25.537261904761905,1200.6,81.0,25.537261904761905,1322.5,85.75714285714285,25.537261904761905,2194.0,87.72857142857143,25.537261904761905,899.5,86.11428571428571,25.537261904761905,1660.2,86.47142857142856,25.537261904761905,855.8000000000001,80.08571428571429,25.537261904761905,113.4,66.84285714285714,25.537261904761905,2.8,56.08571428571429
North Central,Cassava,2021,5443.676908070356,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",25.717857142857145,2.8000000000000003,42.614285714285714,25.717857142857145,15.9,38.57142857142857,25.717857142857145,339.2,56.07142857142857,25.717857142857145,572.5,66.11428571428571,25.717857142857145,1343.6,73.74285714285715,25.717857142857145,2672.5,84.5,25.717857142857145,2256.8,86.32857142857142,25.717857142857145,2744.0,88.27142857142857,25.717857142857145,2273.2,86.31428571428572,25.717857142857145,1436.9,84.11428571428571,25.717857142857145,1556.3,72.3,25.717857142857145,712.1,65.25714285714285
